depth,magnitude_a,time,latitude,longitude
365.97,5,20020112065742.19, 335831, 1371236
8.57,5.4,20020112091821.13, 254484, 1251370
8,5.1,20020112094652.16, 254355, 1251456
15.8,5,20020112103815.89, 254373, 1251630
9.09,5.1,20020113012926.79, 254398, 1251451
55,5.8,20020116223310.65, 235036, 1251998
32,5.8,20020119180617.13, 434285, 1472144
0,5.1,2002012214226.05, 283043, 1281595
38.02,5,2002012416365.32, 375018, 1425343
46.26,5.5,20020127160915.87, 391916, 1422476
407,5.8,20020202065518.95, 451971, 1365013
348.34,5.5,2002021001568.64, 455399, 1424767
34.72,5.2,20020211100953.75, 354717, 1410535
87,5.9,20020212122726.42, 235448, 1214268
47.79,5.7,20020212224437.93, 363538, 1410496
63.57,5.1,20020214101221.55, 412798, 1420375
35,5.5,20020305052120.13, 283144, 1431297
34,5.2,20020305053715.04, 283070, 1425882
92,5.6,2002030517257.95, 210472, 1453983
477,5.8,2002030709075.67, 472177, 1472249
0,5,20020307185123.94, 440241, 1475592
0,5.8,2002031014249.8, 203136, 1221712
315,5.2,20020311032019.52, 214949, 1433838
48,5.9,20020311104618.79, 303978, 1415522
183,5.1,20020314023744.17, 232545, 1425826
230,5.2,20020316204619.82, 222395, 1434634
66,5.4,2002031810337.23, 231150, 1235862
147.97,5.6,20020318124411.5, 224484, 1441450
139,5.2,20020320050622.47, 223396, 1440163
427.47,5.1,20020320090232.86, 313883, 1382621
29,5.9,20020320130019.12, 303646, 1422202
0,7,20020326124543.44, 231184, 1241592
34.48,5.3,20020326155142.93, 231023, 1240271
31.62,5.1,20020326162433.91, 231750, 1240536
179,5.1,2002033115336.32, 234314, 1422592
55,7,20020331155250.07, 241397, 1215820
493,5.3,20020401234256.13, 472534, 1473486
491,5,20020403173819.14, 272592, 1402898
10,5.5,2002040403067.93, 240072, 1214527
58.7,5.4,20020404084214.83, 412842, 1420053
169,5.3,20020414021243.09, 224234, 1440459
14,5.2,20020417091459.71, 320866, 1404984
44,5.1,20020418034827.72, 320501, 1420641
16,5.7,20020428222347.61, 240749, 1224934
40.39,5,2002050617124.12, 382795, 1420908
35.91,5.2,20020510013733.37, 262196, 1285826
75,5.2,20020510131714.08, 221245, 1213594
21.32,5.1,20020510200855.59, 234653, 1224209
96.28,5.2,20020512102937.03, 390910, 1410919
39.54,5,20020514145711.24, 231381, 1235770
47,7,2002051512466.84, 243887, 1214782
145.86,5.7,20020522050417.14, 441674, 1464444
521,5.3,20020523110843.08, 251802, 1421308
30,6.1,20020529014518.52, 235770, 1221663
90,5,20020530155339.24, 244851, 1215683
520.87,6.1,2002060318151.6, 274096, 1402733
50.28,5.2,20020605022057.37, 245072, 1252432
34,5.5,20020614054027.29, 245175, 1220069
56.99,5.1,20020614114249.32, 361298, 1395863
30,5.1,20020616194141.03, 245993, 1220220
31,5,20020616220612.62, 245002, 1220010
58,5.4,20020619181626.65, 361154, 1414826
46,5,2002062407230.72, 361208, 1414785
589,7,20020629021933.01, 433023, 1312354
338,5.1,20020711115628.98, 213769, 1432715
23,6.1,20020711163624.4, 235973, 1221243
44,5.3,20020712145851.81, 295099, 1412285
14,5.1,2002071321078.54, 235454, 1225028
46,5,20020715041039.09, 294050, 1422841
54.27,5.4,20020715172416.95, 280531, 1293760
61,5.2,20020716205725.04, 304664, 1322977
0,5.2,20020718015721.91, 234518, 1222855
12.82,5.6,20020718191316.89, 272722, 1265908
160,5,20020723060627.84, 301019, 1405497
30,5.9,20020724050530.35, 371394, 1421895
11.84,5.8,2002072521311.45, 433331, 1472735
16.39,5,2002072700410.1, 251300, 1234887
9.3,5,20020727024430.07, 251239, 1234934
51.7,5,20020728203129.87, 421911, 1430410
133,5.6,20020731133855.86, 240481, 1413223
448.92,6.2,20020803081140.43, 292029, 1393518
28,5.1,20020803112357.19, 433043, 1473107
6,5.1,20020810180313.91, 235822, 1213628
26,5.1,20020812065529.62, 410518, 1423800
28,6.4,20020820195932.68, 305970, 1420620
44.44,6,20020825034053.92, 430540, 1460717
195.59,5,2002082803267.34, 252411, 1231692
100,5.7,20020829020537.75, 222188, 1213694
30,5.3,20020830145826.88, 443123, 1485629
171,5.1,20020831071144.35, 233394, 1430805
38,6,20020901145624.15, 240533, 1221461
24,5.7,20020901160736.9, 235934, 1222174
63,5.3,20020909084757.1, 232918, 1252950
1,6.1,2002091218186.37, 230178, 1452110
31,5.3,20020915100656.09, 240328, 1222430
644,6.3,20020915173931.73, 444833, 1303563
156.64,5.9,20020916090331.97, 251014, 1222669
9.64,5.5,20020916101049.86, 352220, 1334436
54,5.7,20020917125812.49, 305764, 1415598
346.56,5,2002092020295.92, 331177, 1375277
349.52,5.1,20020921032225.54, 335986, 1371509
238.9,5.2,2002092402228.13, 220808, 1433682
23,5,20020924214617.56, 373089, 1423662
64,5.1,2002092610531.64, 200635, 1214709
29,5.3,20020930173513.44, 225978, 1203936
119.23,5.1,20021002163342.1, 442269, 1464463
23.28,5.1,2002100502331.88, 253850, 1245137
169,5,20021006162451.15, 451784, 1494736
27,5.4,2002101110040.06, 374360, 1424797
29.2,5.8,20021012195932.26, 374589, 1424607
52.71,6.1,20021014231243.45, 410911, 1421685
34,5,20021016130434.2, 355012, 1405417
30,6.6,2002101921097.22, 441962, 1493466
508.74,5.4,20021019225039.8, 274649, 1401967
49.66,5.4,2002102101061.13, 362214, 1410741
16,5.3,20021024074225.95, 251657, 1240264
30,5.1,2002102408180.2, 251591, 1235628
32,5,20021024084130.95, 251460, 1235552
24,5.2,2002102408519.62, 251759, 1235563
22,5.1,20021024091858.78, 251242, 1235505
14,5,20021024093438.85, 251782, 1235581
0,5.6,20021024100258.46, 252020, 1235459
24,5.1,20021024103819.15, 251932, 1235057
16,5.2,20021024105314.23, 252029, 1234996
27,5.3,20021024110216.78, 251757, 1235273
16,5.6,20021024112750.67, 252024, 1235419
16,5.1,20021024120149.28, 251918, 1235022
23,5.3,20021024122224.08, 251608, 1235083
21,5.5,2002102413197.32, 251636, 1234991
25,5.7,20021024133515.73, 251352, 1235353
18,5,20021024144232.63, 252136, 1235764
14,5.1,20021024144712.47, 252266, 1235394
27,5,20021024145551.26, 251617, 1234741
33,5.7,2002102415076.98, 251186, 1234853
10,5.2,20021024153031.53, 251896, 1234765
20,5.4,20021024161630.91, 251089, 1235955
3,5.1,20021024171440.87, 251075, 1234626
21,5.2,2002102418281.84, 251408, 1234655
10,5.5,20021024191137.52, 251273, 1235564
12,5.5,20021024222322.95, 251400, 1235094
34,5.6,20021024224813.03, 251290, 1234449
14,5.6,20021025114925.33, 251384, 1234560
115.12,5.2,20021025234052.53, 303025, 1301178
0,5.1,20021101061552.47, 220457, 1213909
38,5,20021101142458.02, 431164, 1472079
45.81,6.3,20021103123743.62, 385379, 1420832
35.19,5.9,2002110413360.02, 322476, 1315217
196,5.6,20021106164139.63, 232971, 1425055
345,5.4,2002110913136.78, 214691, 1433017
1,5.2,20021114182731.77, 200282, 1215394
496,7,20021117135356.11, 470766, 1464964
74.38,5,20021124140755.6, 291499, 1303394
121,5,20021126142418.35, 243189, 1405270
0,5,20021126235346.94, 440245, 1480579
18,5.1,20021127004019.93, 320529, 1404508
46.11,5.4,20021130161556.11, 423163, 1450070
45.9,5.4,2002113022515.48, 234186, 1232028
102.98,5.5,2002120118571.47, 423975, 1435794
40.09,5.3,20021205005041.99, 384264, 1421907
31.62,5.1,2002120708502.96, 282411, 1301599
35.33,6.1,20021211060219.71, 341332, 1415718
45,5.1,20021213085935.6, 310953, 1412982
46,5.5,20021229084443.46, 300961, 1425891
331,5.5,20070102121311.48, 272481, 1405775
4,5.1,20070110100650.09, 255753, 1404016
39.94,5.2,20070112053450.66, 431748, 1471339
174.52,5.8,20070116031757.75, 345629, 1385358
28,5.5,20070116121035.88, 235976, 1222674
30.17,5,20070116215236.95, 411086, 1424285
0,5,20070120205651.95, 373605, 1284769
92,6.1,20070125195916.31, 224353, 1220698
19.18,5,20070126164554.64, 340346, 1414705
37.98,7.1,20070131063744.02, 211342, 1452417
130.12,5,20070208213130.71, 223077, 1440972
14,5.1,20070212114212.4, 252091, 1242446
40.06,6.2,20070217090256.63, 414391, 1434336
45.26,5.1,20070217092226, 414225, 1434406
113,5.1,2007021906051.42, 214013, 1204314
0,5.2,20070220203055.31, 205856, 1460013
19,5.5,20070308075717.93, 240234, 1222525
152,6,20070308140329.38, 295215, 1405363
501,6.2,20070309122242.9, 430087, 1341739
0,5.6,2007031002442.49, 201846, 1213546
154,5.1,20070311093812.78, 295332, 1405710
13,5.6,20070311160925.91, 434032, 1474625
59.15,5.6,20070318102522.69, 420335, 1441058
80,5,2007031904376.29, 224866, 1444813
10.7,6.9,20070325094157.91, 371324, 1364116
0,5.1,20070325094312.88, 371535, 1364343
13.45,5.3,20070325181145.16, 371826, 1365037
0,5.3,20070326071636.49, 371001, 1362936
193.99,5.1,20070328093918.93, 443895, 1461989
0,5.7,20070328160959.01, 224789, 1451524
25,5.1,20070329145251.6, 304916, 1415299
98.63,5.6,2007033018055.72, 435722, 1461928
405.32,5.8,2007040111513.1, 322464, 1375454
30,5,2007040215523.72, 442140, 1492004
30,5.3,20070402155846.43, 442233, 1492612
30,5.2,20070402190019.3, 442080, 1492494
30,5.5,20070402211916.27, 442250, 1493587
0,5.2,20070404160541.4, 235322, 1441782
34,5.8,20070405064019.2, 310170, 1415765
30,5.1,20070405074453.41, 441601, 1491380
30,5.1,2007040508042.91, 441577, 1491290
92,5,20070408215212.76, 231465, 1455287
0,5.4,20070408224852.23, 235916, 1461049
30,5,20070413053155.24, 234968, 1255018
55.34,5.3,2007041403114.22, 334052, 1410330
15.97,5.4,20070415121929.53, 344747, 1362446
47.34,5.1,2007041609555.18, 272827, 1420831
40.2,5,20070416180454.78, 273027, 1291536
126.18,5.6,20070419000731.07, 424024, 1415680
22.12,6.3,20070420092639.97, 254432, 1250426
14.62,5.5,20070420093059.18, 254472, 1251121
20.82,6.7,20070420104554.93, 254487, 1250821
23.85,6.1,20070420112332.37, 254133, 1250317
22.26,5.3,20070420120057.96, 254377, 1250939
22.28,5.5,20070420122854.13, 254398, 1251547
18.16,5.7,2007042014239.69, 254359, 1251331
41.67,5.7,20070421043758.07, 272635, 1283627
0,5.5,20070421093226.21, 213142, 1223466
22.12,5.5,20070422192851.23, 254177, 1250789
25,5,2007042411241.75, 304838, 1420864
62,5.1,20070424193359.96, 243289, 1411058
39.1,5.3,20070426090256.95, 335336, 1333508
57.61,5.2,20070427013757.2, 422243, 1433636
451.95,5.4,20070501015537.65, 321316, 1374066
48.67,5.1,2007050709295.32, 295838, 1302739
82,5,20070511151720.24, 232178, 1410235
14,5,20070514203719.11, 321357, 1410442
365.75,5.5,20070515202719, 265729, 1405845
0,5,20070516005840.85, 204895, 1220997
67.5,5.3,20070519005957.54, 413377, 1420317
0,5.4,20070521045116.97, 264055, 1441101
374.18,5.3,20070521071939.66, 375348, 1354050
67.41,5.1,2007052505130.75, 271857, 1414976
158,5,20070606041659.37, 252213, 1411616
335,5.1,2007060607155.76, 214159, 1433332
7.29,5,20070611034513.88, 371465, 1363928
30,5.2,20070612100027.4, 442133, 1491891
507.17,5.1,20070615000314.8, 305258, 1374120
24.9,5,20070620230025.72, 351416, 1411781
120,5.3,20070621130818.83, 211471, 1213510
131.89,5.8,2007070113126.96, 433261, 1445451
0,5,20070708094727.1, 440030, 1475643
16.75,6.8,20070716101322.55, 373341, 1383657
22.53,5.8,20070716153740.41, 373024, 1383867
373.83,6.7,20070716231736.96, 365196, 1350627
423.59,5.3,20070719030121.46, 304437, 1385387
0,5.3,20070722115853.83, 201584, 1221398
76,5.5,2007072322403.15, 234534, 1214362
334.73,5,20070728175547.98, 340265, 1373318
532.08,5.6,20070731215828.43, 281445, 1391787
5.65,6.1,20070801000731.06, 272339, 1264277
383.35,5.5,20070801171558.9, 335945, 1364606
0,6.4,20070802113733.6, 471334, 1414343
7,5,20070802115944.19, 465558, 1414033
3,5,20070802140143.88, 464892, 1413903
27,5.9,20070802142214.91, 465846, 1414136
28,5,20070802150438.66, 465481, 1414270
16,5.3,20070802170626.88, 465352, 1414284
4,5.6,20070802193725.44, 465562, 1414235
5,6.3,20070807090220.4, 272086, 1264008
11.89,5.1,20070807115717.22, 271990, 1263861
44.39,5.1,20070809001942.76, 271866, 1282666
18,5.8,20070814131329.97, 470888, 1414797
30.77,5.3,2007081604156.64, 352662, 1403183
20.17,5.2,2007081816558.83, 352051, 1402071
121.81,5.4,20070822162623.42, 415843, 1404807
38,5.1,20070826065031.73, 204873, 1454923
48.67,5.4,20070826143110.01, 433350, 1471263
0,5,20070829101528.28, 215130, 1214254
0,5.3,20070829120013.92, 214387, 1213894
66.46,6.6,20070907025126.7, 242477, 1221647
0,5.3,20070914150816.29, 200909, 1214704
25,5.1,20070916112044.63, 201674, 1462946
34.96,5.1,20070921075426.74, 351490, 1411290
48.17,5.1,20070922170017.33, 245030, 1252400
268.18,7.6,20070928223854.99, 215916, 1430585
284,5.2,20070929220915.7, 220913, 1431890
191,5.4,20071001190617.81, 232102, 1431418
509.41,5.6,2007100413484.34, 280063, 1395668
30,5.1,20071007173319.52, 443001, 1484553
39.98,5.8,20071009021035.42, 432117, 1464359
0,5,20071016210424.06, 200800, 1214101
38.89,5.4,20071017195842.47, 264245, 1284400
90,5,2007101723401.03, 233564, 1214242
0,5.3,20071102013142.16, 252326, 1404027
34.16,5.1,2007111117227.31, 292293, 1303538
59.46,5.1,2007112002495.09, 273959, 1415905
44,5.1,20071120204628.76, 324646, 1405320
44.13,6,20071126225137.56, 371824, 1414541
497,5,2007120116167.67, 275373, 1402295
26,5.2,20071204013349.4, 303281, 1383664
167,5.1,20071205133337.58, 255080, 1241151
75,6,20071207094734.6, 300351, 1413738
65,5.1,20071207171319.83, 300464, 1413773
10,5,2007120822502.33, 202220, 1204866
185,5.4,20071212062134.98, 234194, 1420484
106.84,5.1,20071222070511.38, 265266, 1265095
40.29,5.6,20071225230432.85, 382900, 1420922
49,5,20071229042250.19, 300113, 1423255
331.61,5.6,20071231233959.56, 273128, 1405482
0,5,20080114060036.84, 440186, 1480559
109,5.7,20080118203440.08, 251900, 1403581
0,5.2,20080119041817.22, 225270, 1450091
157,5.3,2008020205278.47, 230167, 1440103
94.68,5,20080210093715.64, 344767, 1401422
83,5.4,2008021805331.98, 231575, 1213033
111,5.2,20080220015711.76, 201453, 1211792
30,5.3,20080221141836.37, 442827, 1484747
54.53,5,20080222023939.71, 334115, 1404268
37.8,6.6,20080227155421.3, 265259, 1424430
28,5.2,2008030101585.7, 240104, 1223001
0,5.9,20080303224942.51, 201442, 1212480
0,5.1,20080305023146.38, 230007, 1205014
57.04,5.2,20080308015457.17, 362715, 1403670
41,5,20080309013543.88, 264072, 1424741
28.65,5.1,20080310104429.09, 314581, 1315518
59.23,5.3,2008031317416.81, 430071, 1463402
0,5.6,2008031409585.37, 221382, 1452419
66,6.6,2008031507327.39, 270629, 1430935
12,5.3,2008031622256.38, 320039, 1421926
42,5,2008031801391, 263738, 1431304
0,5.1,20080324090749.14, 435875, 1482232
47.81,5.3,20080324124011.07, 370721, 1412681
118,5.9,20080329074129.29, 200044, 1215702
89,5.9,20080329170947.26, 200673, 1221099
70,5.1,20080401103131.73, 201204, 1221254
75,5.1,20080401105746.56, 201641, 1221353
87,5,20080401215359.99, 201310, 1220921
115,5.2,20080401220922.22, 201475, 1220476
66,5.3,20080403084710.91, 200057, 1213077
66,5.2,20080403121254.03, 200027, 1213503
53.48,5,20080404190151.86, 360720, 1394969
0,5.2,20080404223013.84, 440569, 1480147
85,5,20080408204840.02, 243866, 1405346
40,5.5,20080412094627.73, 433520, 1473364
1,5,20080414111025.64, 280536, 1422356
165.86,5.8,20080417041936.8, 390251, 1401407
49.52,5.2,20080418145833.25, 255565, 1283697
46,5,20080418164536.61, 255823, 1283548
14,5.3,20080418221849.87, 265822, 1431017
59.41,5.3,20080423102717.24, 334231, 1410593
44,6.3,20080424032844.27, 225539, 1214880
32.12,5.2,2008042802328.34, 245165, 1250456
61.68,5.7,2008042914265.32, 412778, 1420650
44.59,5.1,20080502144125.11, 371407, 1413967
74.86,5.1,20080505092656.69, 361674, 1415264
24,5,2008050718591.56, 361517, 1415283
60,6.4,2008050801020.3, 361387, 1415692
22,5.8,20080508010337.48, 361770, 1415494
69.76,5.2,20080508011226.22, 361708, 1414243
18,6.3,20080508011634.09, 361648, 1415873
50.57,7,20080508014518.77, 361369, 1413646
58.16,5.4,20080508023116.32, 361725, 1414867
54.33,5,20080508031957.92, 361369, 1413249
71,5,20080509061840.91, 361894, 1420948
68.58,5.8,2008050908216.47, 361159, 1415855
87.61,5.1,2008051103243.3, 432544, 1455030
32,5.9,2008051104420.36, 235724, 1222596
166,5.3,20080511052552.76, 254946, 1401334
32.07,5.1,20080513075745.58, 240246, 1223066
355.98,5,20080516140732.84, 335820, 1365861
569,5.9,20080519190835.61, 422843, 1322887
30,5.1,20080526145822.85, 442931, 1493937
30,5.2,20080527080126.27, 450011, 1491122
39,5.7,20080530162537.84, 304706, 1415991
66.55,5.2,20080531004717.38, 251397, 1280643
67.48,5.2,2008053102433.33, 251395, 1280955
69,5.2,20080531031146.47, 252033, 1280449
68.18,5.1,20080531140330.11, 362238, 1414703
27.95,5,20080531232834.2, 400376, 1424329
82,6.2,20080601105723.01, 200417, 1213036
92,5.2,20080602015923.48, 244991, 1214486
200.85,5.7,2008060502036.08, 413159, 1391328
7.77,7.2,20080614084345.36, 390179, 1405284
6.5,5.7,20080614092011.83, 385318, 1404038
10.39,5.2,20080614122732.79, 390848, 1405641
7.12,5.3,20080616231438.46, 385983, 1405038
54.96,5.4,20080626083711.17, 414954, 1424036
343.79,5.8,2008063005531.4, 445907, 1372573
30,5.1,20080702081510.3, 445200, 1494222
49.69,5.2,2008070516492.56, 363856, 1405712
50,5.7,20080707020521.06, 274501, 1414395
45.14,6.1,20080708164210.57, 272790, 1283283
0,5.4,2008071206355.44, 210074, 1211674
0,5.2,2008071206458.19, 205584, 1211929
35,5,20080712151145.44, 240579, 1213537
0,6.1,20080713235828.81, 205808, 1210594
0,5.3,20080718225612.49, 431928, 1480243
31.55,6.9,20080719113928.69, 373125, 1421587
19.35,5.5,20080719114725.67, 372991, 1423797
491.86,6,20080721063029.89, 274995, 1395973
27.73,5.2,2008072118013.09, 374310, 1425021
27.38,6.1,20080721203026.66, 370819, 1422047
30.45,5.5,20080722174648.55, 374134, 1422211
108.08,6.8,20080724002619.69, 394392, 1413812
0,5.1,20080801104959.93, 253404, 1411227
62.5,5.1,20080802130325.21, 291778, 1302189
66,5.1,20080804030710.75, 251092, 1280913
11.33,5.4,20080804192551.31, 265842, 1263223
14.28,5.2,20080805100043.05, 265870, 1263060
51.48,5.4,20080809005310.8, 410856, 1421708
122,5.4,20080809070517.58, 214402, 1213221
16.76,5.2,20080809205416.64, 262953, 1285285
63,5.4,20080814201037, 433968, 1473841
55.92,5.2,20080822195950.17, 362651, 1403692
0,5.1,20080826192933.63, 440238, 1480092
375.34,5.4,20080902055325.54, 294433, 1395219
419.49,5.6,2008090600122.67, 324083, 1371773
536.2,5,20080906203855.42, 281677, 1391363
99.17,5.4,20080909164313.77, 243945, 1223761
30.86,7.1,20080911092051.35, 414653, 1440909
28.24,5.7,20080911093246.09, 414589, 1441316
26.72,5,2008091110088.76, 414312, 1441512
42.16,5.2,20080912073444.08, 422332, 1444436
82.18,5.1,20080914052133.4, 290108, 1295142
347.91,5.4,20080918182958.68, 455651, 1433821
151.78,5.6,20080922163158.54, 413228, 1403393
16.9,5,20080927015323.61, 402943, 1425527
49,5.3,20080930122547.36, 373489, 1450885
414.96,5.6,2008100118389.55, 300765, 1391807
194,5,20081019234311.84, 225780, 1440273
88.53,5.1,20081021005122.51, 321651, 1402021
615,5,20081023011834.88, 415727, 1314746
46.38,5,20081025150137.87, 360020, 1413789
0,5,20081026182839.68, 440052, 1475372
86.3,5.1,20081030004840.72, 380277, 1414394
566,5.2,2008103115581.53, 281718, 1385634
101,5,2008112010088.71, 240964, 1405523
46.01,5.2,20081122004448.48, 430758, 1455030
286,5.1,2008112616168.94, 225962, 1420763
82,5.2,20081202121654.58, 232119, 1213575
24.07,6.1,20081204081653.2, 383160, 1431303
16.65,5.5,20081204121053.23, 383260, 1430704
22.95,5.5,2008120605034.68, 382881, 1432660
30,5.1,2008120716297.63, 451445, 1493847
65,5.5,20081208061836.81, 235118, 1221048
30,5,20081213215521.44, 444899, 1492118
51,5.2,20081215052934.29, 391003, 1441835
27,5.5,2008121815477.35, 382226, 1432665
0,6.6,20081220192916.75, 363185, 1424200
32,5.3,20081220194824, 363745, 1423353
24,5.4,2008122021221.39, 363364, 1423290
45,5.2,20081221023717.68, 364032, 1421578
17,5.4,20081221041337.45, 364175, 1421490
0,6.2,20081221181640.66, 363603, 1422794
87,5.4,20081223090444.48, 224764, 1203163
39,5.5,20081224055720.39, 362863, 1422955
31.85,5,2008122505326.16, 421832, 1444347
69,5.4,20081225194311.5, 362851, 1422759
30,5,20081228041618.73, 440836, 1483936
89.42,5,20050101051349.09, 364701, 1405900
61.37,5.3,20050106220038.97, 412744, 1420624
41.13,5.4,20050113034148.61, 340600, 1413976
42.85,5.1,20050113050332.15, 422454, 1453108
49.76,6.4,2005011823096.65, 425254, 1450044
31,6.8,20050119151129.91, 335622, 1420113
16.61,5,20050119200924.03, 340162, 1413460
50,5.1,20050119225153.65, 335290, 1414434
32,5.7,20050120231622.38, 335303, 1414316
26.52,5.8,20050121214533.08, 340572, 1412430
88.77,5.1,20050121232821.95, 243990, 1222892
34.37,5.6,20050122025857.04, 335800, 1413862
199.92,5.4,20050127125645.01, 272308, 1411281
0,5.1,20050128171153.11, 231275, 1452037
47.51,5.4,20050131183948.38, 414584, 1434909
67,5.4,20050201105946.02, 243113, 1213099
36,5,20050205101637.02, 364450, 1420281
17.73,5,20050207183946.59, 433688, 1472766
0,6.5,2005021003468.23, 263272, 1441338
0,5.4,20050213024056.61, 263372, 1441647
46.15,5.3,20050216044636.13, 360231, 1395333
14,5.1,20050218015953.35, 255862, 1405722
56,5.6,20050219051819.28, 231355, 1214693
375.13,5.4,20050222202023.89, 330851, 1371273
24.2,5.1,20050225075314.81, 340843, 1414770
44.65,5.7,20050226213738.45, 404112, 1423577
41,6.2,20050306040652.28, 243493, 1214614
49,5.7,2005030604081.72, 243105, 1214817
60.91,5.1,20050312034736.95, 430071, 1445160
45.88,5.3,20050316222335.11, 432356, 1463445
107,5,20050317063559.02, 225191, 1442831
0,5,20050318093828.14, 441402, 1410655
45,5,20050320082627.07, 243548, 1221370
9.24,7,20050320105340.32, 334435, 1301058
10.53,5.4,20050322155533.45, 334352, 1301061
457,5.1,20050323185425.02, 285292, 1395032
43.97,5.3,20050404025710.2, 372237, 1414525
163,5,2005040908463.74, 233242, 1424926
4.74,5,20050410203437.87, 334011, 1301693
51.51,6.1,20050411072215.63, 354361, 1403727
51,5.5,20050413185018.8, 311322, 1423527
441.43,6,20050419104654.95, 294395, 1393928
13.5,5.8,20050420061126.83, 334069, 1301729
13.31,5.1,20050420090942.9, 334072, 1301703
34,5.7,20050430234816.09, 235089, 1213170
11.36,5,20050502012357.67, 334022, 1301923
30,5.1,20050502042053.56, 442286, 1491588
30,5,20050506094858.16, 444028, 1490007
157,5.2,20050507133441.09, 233065, 1430508
166.09,5.2,20050511085039.02, 434201, 1432151
33.35,5.4,20050519101426.28, 353356, 1410492
324.49,5.1,20050520140725.57, 423477, 1370790
18.03,5.1,2005052107019.96, 385137, 1421545
421.6,5.3,20050522012921.03, 304399, 1390285
311.23,5,20050529055511.24, 343078, 1374197
11,5.4,2005053020188.47, 321201, 1410089
28.63,5.8,20050531110414.73, 311837, 1313271
65,5.5,2005060201205.32, 243901, 1220111
355.16,5,20050605032336.46, 331133, 1374854
69,5.6,2005060801454.69, 240189, 1213253
0,5.2,20050610103245.63, 234014, 1215343
70.56,5,20050614200757.8, 291396, 1303635
104,5.5,20050615161445.11, 255082, 1412717
28,5.3,20050616000142.55, 232502, 1445933
50.65,5.6,20050620011514.2, 354403, 1404168
14.51,5,20050620130313.18, 371376, 1383544
51.09,5.4,20050620161614.15, 260240, 1283925
210,5.3,20050701183614.54, 314994, 1392522
40,5.5,20050702093146.9, 393068, 1432595
23.79,5.2,20050706051038.1, 393557, 1432356
50,5.1,20050709234415.09, 294925, 1415139
55,5.8,2005071008378.83, 333042, 1410809
33,5.6,2005072022062.93, 244422, 1221992
73.08,6,20050723163456.32, 353490, 1400831
48,5,20050726004341.14, 464962, 1250348
65,5,20050727113011.62, 331722, 1422697
77,5.5,20050727113920.31, 331889, 1422689
63,5.1,20050727201146.27, 331463, 1422526
83,5.2,20050728005135.37, 331542, 1422837
51.12,5,20050728191535.01, 360757, 1395078
30,5.1,20050729153040.29, 235784, 1223747
68,5.2,2005072921511.13, 331441, 1423947
1,5.4,20050730052458.6, 332148, 1422051
46.03,5.6,20050808000643.81, 362037, 1412674
82,5,20050810012620.46, 332541, 1422906
550,5,20050813032128.25, 243340, 1422856
49,5.8,20050813163652.77, 200804, 1454806
42.04,7.2,20050816114625.74, 380897, 1421667
0,5.1,20050817041532.74, 322207, 1410243
16.73,5,20050821112930.19, 371790, 1384271
6.31,5.9,20050824191444.68, 382845, 1431731
14,6.3,20050824191529.62, 382667, 1430510
10,5.4,20050826072852.9, 373983, 1433526
24.36,5,20050827035045.79, 383202, 1431912
22,6.3,20050831031040.29, 382469, 1432883
116,5.2,20050906025149.22, 254687, 1244935
14,6,2005090610161.85, 235488, 1221724
37.54,5,20050909161526.55, 353542, 1405684
180,5.1,20050920132241.56, 265611, 1254436
102.91,6,2005092111258.67, 434258, 1462388
43.16,5.2,20050924234843.05, 341657, 1411248
94,5,20050927035020.08, 231216, 1212930
0,5.1,20051007220917.1, 264068, 1472552
22,5,2005101517259.44, 433778, 1474015
175,6.5,2005101600517.28, 252119, 1232424
47.12,5.1,20051016160542.6, 360236, 1395625
12.13,5.4,20051018011340.69, 404493, 1390932
13.5,5.3,20051018011514.02, 404688, 1390719
48.32,6.3,20051019204442.68, 362290, 1410259
51.96,5.6,20051022221246.78, 370478, 1410723
411.18,6.1,20051023190813.74, 372110, 1344531
409.19,5.3,20051027174146.25, 310340, 1390331
61,5.2,2005110201090.48, 374222, 1443804
45,7.2,20051115063851.38, 380163, 1445668
4,5.5,20051116052044.19, 332625, 1413041
0,6,2005111608019.14, 223387, 1452348
44,5.3,20051118065933.74, 333205, 1412429
145.69,6,20051122003631.8, 305683, 1302023
425.92,5.2,20051127111317.77, 271584, 1405198
397.45,5,2005112719504.03, 373001, 1344707
497,5.1,20051127214523.67, 472767, 1471373
522,5.7,20051202191937.78, 251404, 1413981
40.28,6.6,2005120222137.9, 380436, 1422121
68.76,6.1,20051204011039.09, 291281, 1302631
71.6,5.2,20051204012453.92, 291407, 1302837
67.23,5.3,20051204014855.78, 291641, 1303076
63.17,5,20051204192319.98, 291708, 1303279
30.01,5,20051205030315.35, 401004, 1423816
25.08,5.5,20051205072023.04, 375202, 1423931
29.23,5.5,20051213060137.58, 431251, 1392484
39.91,6.1,20051217033213.41, 382692, 1421088
366.06,5.1,20051220143441.78, 343792, 1363930
44,5.1,2005122107581.15, 380068, 1432256
0,5.6,2005122622480.28, 264785, 1405381
490,5.2,20051229173035.84, 273081, 1402138
45,5.2,2010010623204.18, 375376, 1443386
0,5,20100108141535.21, 440105, 1475806
24,5.1,20100112091641.22, 245969, 1232767
51.49,5,20100115034625.57, 422116, 1430708
118.25,5.6,20100115200836.66, 264325, 1262310
37.74,5.1,20100116004445.8, 432263, 1470330
511,5.2,20100116214438.94, 251834, 1414084
41,5.6,20100117150438.53, 380311, 1433163
