depth,magnitude_a,time,latitude,longitude
64,5.1,1993031512356.9, 42154 , 143082 
39,5.7,19930319145942.5, 36050 , 141399 
0,5.1,19930319150130.5, 36089 , 141394 
45,5.2,19930320100244.8, 36063 , 141482 
0,5,19930320151928.3, 26387 , 143274 
33,5.3,19930325034357.6, 20262 , 121258 
59.8,5.9,19930325160818.6, 41422 , 143416 
82.8,5.1,19930331064323.1, 43018 , 145212 
56.1,5.3,19930331123611.2, 23316 , 123427 
5.4,5,19930402190547.8, 37353 , 137271 
8,5,19930407174221.4, 44464 , 149274 
94.6,5,19930413201524.3, 34151 , 140104 
9,5.1,19930417124318.7, 42554 , 147324 
24,5.1,19930417160323.4, 39097 , 144347 
7.8,5.1,19930423051854.3, 35486 , 137300 
136,5.3,19930428113219.4, 44372 , 149482 
56.2,5.3,19930501114855.4, 26183 , 127223 
106.1,5.4,19930506032132.4, 39081 , 141473 
20.1,5,19930507045759, 37369 , 137237 
359.6,5,19930516091933, 46212 , 145582 
43,5.5,19930517133241.4, 37300 , 142431 
44,5,1993052017445.1, 28007 , 130116 
60.8,5.4,19930521113637.9, 36027 , 139538 
31.5,5.4,19930601162750.5, 40082 , 142300 
28,5.9,19930607164932.8, 36017 , 141455 
49,5.6,19930607221438.9, 35213 , 142061 
21.1,5.1,19930609224151.6, 37417 , 137231 
56.4,5.5,19930615134253, 34496 , 142043 
33,5.2,19930618004838, 20088 , 120208 
59,5.2,19930619113230.9, 36059 , 141564 
33,5,19930624091519.3, 20059 , 121256 
40,5.1,19930701185224.2, 36000 , 141491 
415.3,5.7,19930706002056.7, 30120 , 139156 
0,5.2,19930707201049.1, 27514 , 127537 
35.1,7.8,19930712221711.7, 42469 , 139108 
34.5,5.4,19930712230424.1, 43013 , 139274 
13,5.5,19930712230516.3, 42001 , 139165 
41,5.3,1993071223093.8, 43041 , 139175 
40,5.2,19930712232247.8, 42262 , 139201 
7.5,6,1993071223450.6, 43063 , 139133 
28.8,6,1993071301015.4, 42434 , 139198 
39,5,19930713030751.1, 42138 , 139014 
28,5,19930713085258, 41504 , 139183 
0,5.2,19930713213625.8, 42410 , 139247 
47,5,19930714104145.1, 28507 , 129338 
22.9,5.2,19930715023831.5, 43101 , 139011 
30.8,5,19930715121242.2, 43157 , 139228 
15.6,5.3,19930716043736.9, 42388 , 139077 
38,5.3,19930717213449.6, 33156 , 140502 
4.2,5,1993072000108.2, 36212 , 137392 
43,5.3,19930720043459.3, 34231 , 141485 
20.1,5.1,1993072016084.6, 44086 , 142073 
441.7,5.6,1993072022264.6, 27289 , 140236 
88,6.4,19930722211532.1, 22014 , 145195 
52,5.1,19930724012040.1, 44407 , 149556 
59.9,5.1,1993072421564.9, 39053 , 138430 
45,5.5,19930728044447.2, 34232 , 141558 
42,5.6,19930802121321.6, 30448 , 131301 
1.6,5.1,1993080514191.1, 39316 , 143391 
160,6.3,19930807090037, 26289 , 125465 
23.7,6.3,19930808044243.6, 41575 , 139529 
47.2,5.3,19930814102918.8, 33211 , 132326 
52.3,5,19930815134128.3, 43373 , 147078 
327.8,6,1993082020522.7, 21346 , 143545 
63,5.2,19930823210737.9, 36192 , 142149 
32,5.1,19930829075225.4, 40080 , 142304 
61.8,5.1,19930831000842.8, 33362 , 132281 
56,5.8,19930901094120.2, 31514 , 142087 
31,5.1,19930901132155.9, 20088 , 120248 
27,5.1,19930911000438.5, 39070 , 144408 
61.4,5.4,19930911135534.2, 41586 , 142394 
41,5.4,19930912023646, 20037 , 121272 
52,5.5,19930916095926.1, 44363 , 149267 
35.4,5.1,19930918111836.5, 36110 , 140529 
33,5.5,1993092104545.2, 21167 , 146140 
29.4,5,19930925090659.3, 42219 , 138570 
66,5.4,19930927134353.5, 30390 , 132159 
92.3,5,1993100300545.5, 37289 , 140371 
484.7,5.8,19931004153914.9, 30330 , 138077 
72,5,19931005143731.7, 41100 , 141583 
390.7,6.9,19931012005420.9, 32017 , 138144 
2,5,19931017120645.5, 43492 , 148014 
33,5,19931020014528.7, 21274 , 143377 
64.4,5.2,1993102810526.3, 41334 , 142015 
46,5.5,19931109054854.3, 36134 , 141495 
34,5.4,19931109114417.9, 36134 , 141534 
47,5.3,19931109124046.3, 36140 , 141504 
2,5,1993111102132.5, 28443 , 128402 
36.3,5.5,1993111109067.9, 39044 , 142218 
371.3,5.1,19931115151346.6, 33422 , 137086 
48,5.6,19931124050738.2, 41152 , 142473 
434,5.1,19931124180256.3, 47317 , 147570 
111.7,5.8,19931127151123.8, 38351 , 141201 
79.7,5.4,19931204183014.2, 41436 , 141591 
71.7,5.2,19931207003754.1, 41290 , 141574 
61,5.1,19931210175941.9, 20511 , 121299 
36.8,5.2,19931213054130.9, 36244 , 141013 
62.2,5.3,1993121712194.8, 39114 , 142159 
104,5.1,19940117161944.5, 25038 , 123023 
77.8,5.5,19940120145015.7, 24191 , 121580 
68.7,5.4,19940126190351, 41408 , 143567 
103,5.2,19940202074429.4, 24571 , 122408 
598,5,19940208141828.9, 43199 , 131122 
360.9,5.2,19940208184445.9, 33444 , 137287 
5.2,5.7,19940213020656.3, 32051 , 130297 
47,5.6,19940216084611, 44280 , 149090 
106.9,5,19940218200254.5, 42356 , 142345 
45,5.2,1994022711556, 30434 , 131334 
41,5.3,19940227123342.7, 30445 , 131356 
45,5.3,19940227180427.1, 30431 , 131347 
39.8,5.1,19940309190256.5, 36255 , 141071 
2.8,5.3,19940311121212.9, 34179 , 139114 
11.7,5.1,19940311133845.4, 34180 , 139114 
453.1,5.2,1994031119524.8, 30202 , 138467 
54,5.4,1994031720282.5, 24196 , 122098 
1,5,19940318233734.2, 28483 , 128209 
39,5.5,19940328171114.2, 22423 , 120457 
39,5.2,19940406132136.5, 36158 , 141356 
26.7,5.4,19940406141952.5, 36156 , 141424 
2.5,6.5,19940408101041.2, 40343 , 143572 
14,5.2,19940408231311, 40302 , 143580 
3.4,5.2,19940408231939.9, 40384 , 143498 
11.2,5.1,19940410081124.8, 40382 , 144046 
60,6.2,19940411084555.7, 23370 , 126573 
133,5.4,19940412091720.4, 44132 , 146421 
61,5.4,19940413130050.8, 22514 , 123447 
361.2,5.1,1994041611323.4, 35292 , 135372 
11.6,5.1,19940416213955.7, 40373 , 144023 
23,5.3,19940422020535.4, 36003 , 131024 
26,5.3,19940423124150.6, 36016 , 131051 
26.2,5,19940424043645.8, 40085 , 142305 
50.3,5,19940426072421.5, 37290 , 141391 
437.6,5.2,19940428182959.7, 30197 , 139003 
321,5,1994042903303.7, 45300 , 142019 
48,6,19940430122840.5, 31174 , 131345 
6,5.2,19940501010723.4, 44003 , 148080 
9,5.2,19940507150237.8, 27255 , 129242 
10.7,5,1994050817021.6, 34049 , 135072 
32,5.5,1994051013068.6, 20585 , 120199 
27,5.9,1994051812540.3, 44488 , 149448 
25,5.7,1994051812587.7, 44278 , 149532 
46,5.4,19940518153517.1, 44526 , 149460 
53,5.2,1994051818379.7, 44398 , 149544 
40,5,1994051901567, 29071 , 142481 
52,5.5,19940521013957, 24599 , 128513 
45.5,6.1,1994052314365.4, 24074 , 122304 
31.3,5.6,19940523152456, 24007 , 122341 
46,5.9,19940524001658.6, 24040 , 122278 
38,6.6,19940524130042.8, 23583 , 122236 
53,5,19940524133542.5, 24040 , 122296 
52,5.6,19940524144813.3, 24016 , 122273 
33,5,19940525094453, 23053 , 142281 
23,5.5,1994052516528, 22583 , 142228 
24,5,19940526133148, 23494 , 122274 
44.1,5.3,19940528170432.3, 35196 , 136167 
360.4,5,19940601013326.7, 33246 , 137463 
12,5.5,19940602082437.1, 44071 , 148008 
51,5,19940602133938.6, 20520 , 121119 
27,6.7,19940605100930.1, 24170 , 121444 
70.9,5.7,1994060618032.2, 28272 , 129195 
74,5,1994060718181.3, 29017 , 130235 
147,5,19940611063949.7, 27570 , 142134 
25,5.1,19940612193112.3, 31342 , 131550 
181,5.1,19940615041246.9, 25562 , 124015 
42.6,5.1,1994061900481.5, 32050 , 131552 
70.3,5.3,1994062517389.3, 43388 , 147135 
70,5.1,19940626115623.3, 43327 , 147513 
60,5.2,19940629110158.8, 34573 , 139527 
67.3,5.2,19940701141449.1, 42153 , 143047 
34.5,5.3,19940702210845.7, 28104 , 129427 
551.6,7.3,19940722033631.5, 42167 , 133328 
563.4,6.3,19940722035557.3, 41173 , 132490 
46,5.3,19940724232243.1, 30450 , 143148 
2,5.9,19940726024152.3, 35106 , 124502 
63.9,5.3,19940731062124.7, 40526 , 142454 
58,5.4,19940802125728.6, 44391 , 149377 
46.3,5,19940805215946.5, 30135 , 131044 
50.2,5,19940807010547, 35303 , 140586 
35,5,19940813200041, 39088 , 144414 
0,5.4,19940814111147.8, 45079 , 149589 
42.4,6,19940814180650.8, 38408 , 142231 
72,5.5,19940816134619.1, 29109 , 130307 
22,6,19940816190932, 37500 , 142356 
18,5.3,19940816191735.8, 37497 , 142376 
55,5.2,1994081915410.9, 44420 , 149588 
50,5.7,19940820112112.1, 44437 , 149370 
47,6.1,19940820133849.6, 44378 , 149440 
65.1,5.2,19940825102447.3, 42451 , 145097 
43,5.2,19940827152149.4, 44364 , 149337 
52,5.1,19940828163918, 44481 , 149465 
83.6,6.3,19940831180729, 43296 , 146038 
19.3,5.3,1994090712544.8, 32008 , 131090 
77.1,5,19940911170952.7, 34354 , 140324 
62.5,5.9,1994091313283.1, 29076 , 130098 
4.9,5,19940919014954.9, 38376 , 143074 
5,5.1,19940922105619.1, 42398 , 147533 
28,5.5,19940923113754.6, 37100 , 142131 
28,8.2,19941004222256.9, 43225 , 147404 
4,5.7,19941004223753.4, 43229 , 147348 
27,6.3,19941004224251.6, 43362 , 147141 
0,5.5,19941004225111.8, 43423 , 147026 
0,6.1,19941004225248.6, 43077 , 147460 
58,5.1,19941004225713.9, 43095 , 146561 
5,5,19941004230944, 43113 , 146587 
8,5.5,1994100423126.7, 43331 , 147056 
0,5.8,19941004232411.5, 43442 , 147354 
52,5.4,19941004233528.4, 43135 , 146418 
34,5.5,19941004234156, 43320 , 147145 
55,5.4,19941004234752.4, 43088 , 146533 
39,5,19941005000439, 43093 , 147078 
2,5.2,19941005000921.9, 43241 , 147159 
34,5.1,19941005001046.9, 43052 , 146517 
40,5,19941005001827, 43229 , 146448 
0,6.8,1994100500249.3, 43164 , 148278 
69,5.7,1994100500350.6, 43274 , 146570 
37,5.8,19941005003949.2, 43339 , 147497 
6,5.4,19941005004942.7, 43238 , 147468 
39.3,5.1,19941005005517.1, 43143 , 146403 
6,6.6,19941005010058.8, 43195 , 148219 
15,6,19941005010627.5, 42546 , 147307 
42.1,5.5,19941005012437.2, 43091 , 146284 
0,5.4,19941005012719, 41516 , 145382 
51,5.4,19941005013422.7, 43110 , 147094 
42,5.3,19941005015531.4, 43461 , 147019 
47,5,19941005020128, 43073 , 147146 
14,5.1,19941005020711.1, 43258 , 147217 
65.3,5.2,19941005021216.2, 43316 , 147142 
51,5.2,19941005021359.3, 43053 , 146285 
44,5.4,19941005024818, 43386 , 147428 
34,5,1994100502523.1, 43256 , 147225 
48.5,5.3,19941005025610.2, 43375 , 147102 
42,5.2,19941005030243.8, 43333 , 147377 
16,5.8,19941005030939.9, 43277 , 147243 
0,5.3,19941005031735.6, 43058 , 146547 
77.6,5.2,19941005032140.6, 43101 , 146233 
37,5.1,19941005033527.9, 43137 , 146309 
22,5.8,19941005041632.5, 43385 , 147122 
11,5.2,19941005045559.4, 43356 , 147486 
59.3,5.9,19941005050111.3, 43355 , 147140 
32,5.2,19941005050629, 43090 , 147452 
40,5.1,19941005051342, 42507 , 147497 
1,5.1,1994100505171.3, 42440 , 146593 
37.2,5.4,19941005063931.7, 43306 , 147052 
24,5,1994100507053.3, 42576 , 147155 
35,5,1994100507104.5, 42585 , 147058 
15,5,1994100507321.9, 43006 , 147235 
18,5.6,19941005075629.6, 43219 , 147247 
41,5.1,19941005084652.4, 42490 , 147073 
15,5.1,19941005090242.1, 43178 , 147268 
34,5.5,19941005090830, 43234 , 147277 
29,5.4,19941005092742.1, 43245 , 147298 
39,5.3,1994100509354.2, 43340 , 147006 
54.6,5.1,19941005095349.8, 43093 , 146373 
121,5.6,19941005101326.8, 23291 , 121402 
21,5,19941005102648, 43438 , 147260 
32,5.7,19941005105844.6, 43074 , 146506 
40,5.6,19941005111416.8, 43383 , 147105 
6.7,5.2,19941005121531.3, 31196 , 129100 
4,5.7,19941005130047.8, 43126 , 147384 
51.6,5.2,1994100514293.1, 43200 , 147063 
40.1,5.1,19941005160726.9, 43071 , 146499 
0,5.7,1994100516165, 43182 , 147556 
26,5.1,19941005165637.5, 43305 , 147205 
7,5.4,1994100518102.3, 43238 , 147321 
26,5.5,1994100521056.5, 43113 , 147399 
45,5.5,19941005213444.6, 43018 , 147134 
0,5,19941006002720.1, 43302 , 148033 
0,5.7,19941006053727.5, 43211 , 147346 
30,6.3,19941006053951.3, 43411 , 147099 
28.9,5.2,19941006065122.2, 43237 , 147227 
15,5.3,19941006163846.8, 43294 , 147319 
48,5.1,19941006180217.6, 43115 , 147097 
19,5.1,19941006205542.9, 43217 , 147264 
32,5,19941006235934.5, 43171 , 146583 
50.7,5.1,19941007082015.4, 43086 , 147083 
45.1,5.6,19941007113611.6, 43205 , 147118 
45.8,5.6,19941007160054, 42571 , 146453 
0,5.3,19941008000014, 43149 , 147564 
29,5.6,1994100800242.3, 42511 , 146097 
36.4,5.4,19941008142828.9, 43050 , 146320 
45,5,19941008183042.5, 43296 , 147125 
0,5.5,19941008185437.7, 43303 , 147503 
40,5.7,19941008192842.8, 42522 , 147192 
34,5.4,19941008211349.1, 43009 , 147305 
36,5,1994100911225.6, 43311 , 147198 
29.7,5,19941009164153, 25004 , 122146 
0,7.3,19941009165539, 43335 , 147481 
2,6.2,1994100917075.5, 43420 , 147432 
0,6,19941009174856.2, 43346 , 147455 
9,5.1,19941009200659, 43142 , 147479 
0,5.2,19941009200741.4, 43196 , 148021 
38.7,5.1,1994100920094, 43209 , 146464 
42,5.7,19941009212425.4, 43360 , 147134 
9,5.2,19941010052510.7, 43393 , 147370 
14,5.2,19941010055414.7, 42570 , 147269 
38,5,19941010072350, 42543 , 146538 
37,5.1,19941012153124.6, 43276 , 147139 
31.8,5.2,19941013210320, 43131 , 146517 
39,5.1,19941013224834.1, 43378 , 147128 
54.6,5.2,19941015050810.9, 43097 , 147001 
44,5.3,19941016002443.3, 43278 , 147466 
24,5,19941016082437.3, 43326 , 147320 
144,6.6,1994101614107.9, 44578 , 149047 
49.7,5.2,19941017034132.4, 43342 , 147174 
41.1,5.1,1994101722552.5, 43132 , 146506 
62.9,5.1,19941018020325.9, 43187 , 146536 
49.4,5.3,1994101819430.7, 43115 , 147080 
23,5,1994101900292.3, 43253 , 147573 
66.3,6,19941019021254.1, 43196 , 147031 
39,5,1994101914229.4, 43035 , 147191 
409.5,5.1,19941019215920.1, 33268 , 136562 
12,5.1,19941020032033.4, 43288 , 147271 
11,5,19941021050143.3, 43315 , 147546 
18,5.2,19941024092445.1, 43052 , 147474 
50.4,5.5,19941025042629.4, 42562 , 146555 
8.3,5.1,19941025161841.3, 27218 , 129236 
5.4,5.3,19941025223026.5, 43325 , 147351 
41.2,5.1,19941026035058.3, 43055 , 147034 
72.9,5.2,19941029023140.8, 34525 , 142044 
37,5.8,19941029085112.1, 24360 , 122169 
53.5,5.1,19941107220345.2, 43347 , 147116 
415.6,5,19941107235733.8, 46599 , 147303 
34,5.1,1994110818223.9, 33396 , 139225 
56.1,5.8,1994111003215.6, 43161 , 147029 
48.6,5,19941112195115.5, 43049 , 147091 
31,5.2,19941119004727.6, 43214 , 147228 
43.5,5.4,19941120064652.7, 43025 , 146476 
54.8,5.2,19941121205533.8, 42562 , 145343 
44,5.8,19941122201159.9, 43403 , 147128 
53.4,5.1,19941123130452.3, 43303 , 147186 
46.5,5,19941124185552.6, 43411 , 147111 
47,5.3,19941125174946.7, 44142 , 149026 
39,5,19941126201735.7, 24338 , 122111 
38,5,19941130235823.1, 43141 , 147180 
503.9,5.4,19941201041655.8, 30458 , 137243 
48.3,5.3,19941210182642.6, 38174 , 142115 
63,5.1,19941213095053.1, 24129 , 122300 
7.1,5.4,19941214153610.9, 43240 , 147233 
377.3,5,19941215222238.7, 33473 , 137056 
6.3,5.5,19941218200733.9, 37177 , 139535 
5,5,19941218204041.1, 43393 , 147576 
15,5.2,19941220141656.7, 43334 , 147374 
378.8,5.1,19941222145659.6, 34424 , 135469 
33,5.2,19941228023323.6, 20307 , 145433 
56,5.6,1994122805436.3, 44594 , 149333 
0,7.6,19941228211920.9, 40258 , 143447 
32,6,19941228212548.7, 40262 , 143417 
0,5.8,19941228212919.3, 40244 , 143458 
1,5,19941228214127.1, 40145 , 143275 
25.2,5.2,19941228214712.7, 40364 , 142266 
13,5.1,19941228214751.4, 40243 , 143564 
5.8,5.4,19941228215951.9, 40189 , 143527 
0,5,19941228224021.1, 40038 , 143336 
3.3,5.3,19941228225916.6, 40150 , 143495 
6,5.2,19941229004653.5, 40075 , 143355 
0,5.8,1994122903166, 40027 , 143344 
8.7,5,19941229032533, 39549 , 143470 
0,5,19941229052312.6, 40081 , 143597 
0,6.5,19941229055226.3, 40070 , 143012 
0,5.2,19941229062949.7, 40051 , 142575 
27.2,5.2,1994122907368.1, 40185 , 142271 
8,6.5,19941229073748.8, 40191 , 143487 
0,5.9,19941229075444.9, 40157 , 143539 
52.5,5.6,19941230002929.1, 40440 , 142108 
24.3,5.8,19941231225022.3, 40108 , 142412 
30,5.1,19970105193417.94, 243759, 1222297
80.09,5.2,19970111041956.91, 430680, 1455336
37.03,5.2,19970111145021.56, 313381, 1315369
29,5.3,19970116100719.9, 215242, 1213545
37.9,5.2,1997011800377.34, 284763, 1295479
37.47,6.2,19970118005313.95, 284853, 1295579
62,5.2,19970119021349.16, 241594, 1222248
0,5.9,19970119133327.3, 203420, 1214114
508.86,5.6,19970201081838.56, 260886, 1410586
13,5,1997020213091.13, 440717, 1480393
67.42,5,19970211075714.09, 423954, 1443489
88.49,5.4,19970220052149.11, 372330, 1410931
48.99,5.9,1997022016550.31, 414557, 1425245
60,6,19970222084024.32, 435746, 1492477
0,5.1,19970225205345.71, 433912, 1480092
6,5.9,19970228203218.45, 434234, 1474874
0.14,5.5,19970303230943.24, 345760, 1390947
0,5.2,19970304003022.55, 345788, 1391027
2.64,5.9,19970304125127.23, 345734, 1391018
36.03,5.1,19970306155045.06, 404369, 1392283
1.45,5,19970307163321.99, 345819, 1390883
50,5.1,19970310163339.41, 242210, 1221361
164,5.2,1997031403069.89, 255028, 1234061
39.12,5.9,19970316145139.14, 345569, 1373151
71.46,5.1,19970323145855.18, 355812, 1400642
11.85,6.6,19970326173147.9, 315837, 1302154
14.79,5.7,19970403043323.32, 315822, 1301932
51.77,5,19970403064731.99, 332280, 1322589
12.02,5.2,19970405132450.14, 315821, 1302422
0,5.7,19970406053738.39, 284547, 1282950
6,5.4,19970406055153.45, 284636, 1283338
65,5.6,19970409160249.18, 260136, 1283781
10.51,5.1,19970409232010.45, 315841, 1302466
59.17,5.5,19970411183256.6, 260004, 1283877
61,5.6,19970411210143.62, 260282, 1283813
102,5,19970414024514.6, 235834, 1214104
94,5,19970425013920.29, 255208, 1254606
33,5.1,19970503114615.3, 222358, 1212838
54.07,5.7,19970512075938.23, 370364, 1411478
9.24,6.4,19970513143827.59, 315690, 1301816
8.94,5.1,1997051408326.38, 315616, 1302065
0,5.2,19970522081124.86, 341375, 1391330
23.1,6,19970524025038.42, 343005, 1372999
131,5.1,1997052405210.75, 274140, 1273679
44,5.1,19970524141538.05, 333266, 1421114
360,5.2,19970531044337.99, 265273, 1404862
59,5.1,19970531052031.78, 441906, 1495905
67.34,5.5,19970602000236.51, 265449, 1293443
79.52,5.4,19970603041918.77, 265338, 1293573
229.98,5.5,19970604074937.72, 251599, 1414077
97.61,5.1,19970615135416.92, 425871, 1441244
53,5.1,19970619190520.28, 245556, 1252107
33,5,19970621053547.4, 212454, 1453426
33,5.2,1997062218364.4, 215634, 1213012
8.29,6.6,19970625185012.78, 342649, 1313997
10,5,19970626035021.31, 355519, 1291627
72.52,5.1,1997070112408.64, 423875, 1443909
598.68,5.3,19970706105147.98, 425382, 1314931
54,5,19970707051322.17, 332873, 1420365
84,5.8,19970708112416.27, 243225, 1430982
454.22,5.3,19970708200338.4, 302229, 1384401
48.93,5,19970709012629.73, 240886, 1221901
36.94,6,19970715010936.89, 430714, 1461728
88,5.4,19970715200532.42, 245194, 1223277
164.24,5,1997071908519.76, 454108, 1495503
33,5.7,19970728154655.7, 222142, 1424398
25,5.2,19970728185111.1, 221554, 1424590
50,5.2,1997080713274.9, 234734, 1424062
94.43,6.2,1997081313454.05, 251145, 1254891
33,5.3,19970824211741.8, 213528, 1202412
33,5.3,19970825035838, 213768, 1202400
33,5.2,19970825155744.7, 213312, 1202436
388.12,5.4,19970830135450.66, 431591, 1361090
8.91,5.5,19970904051543.22, 351572, 1332260
196.32,5.9,19970906195624, 231065, 1431239
108.59,5.1,19970908084038.47, 353348, 1400013
211.55,5.7,19970918193134.62, 255021, 1412936
70,5.3,19970930023551, 201182, 1454842
52,6.3,19970930152724.41, 315920, 1422678
6,5.1,19960102112214.47, 253607, 1244529
15,5.1,19960104070722.86, 250890, 1234722
53,5.3,19960105045020.84, 442846, 1495042
69.94,5,19960106195214.96, 270952, 1300234
66,5.1,19960108080744.54, 292093, 1303315
49,5,19960108220446.38, 241904, 1221180
41,5,19960113034120.08, 433333, 1471765
51,5.9,19960114152823.83, 443323, 1491597
26,6.1,19960122091027.17, 441256, 1481175
38.04,5.2,19960122221457.91, 400720, 1422955
58,5.1,19960128064855.9, 444170, 1494934
362.13,5,19960131061456.07, 360751, 1352858
33,5.7,19960201042129.81, 434357, 1491154
55,6.2,19960201053046.07, 434820, 1492249
198.44,6.2,1996020116185.62, 442073, 1462540
386.5,5.4,19960202094113.29, 324150, 1374373
72,5.2,19960203015326.13, 240208, 1222142
38,5.3,19960204205725.53, 441380, 1492322
12.15,5.3,19960207103316.57, 355610, 1363737
0,5.2,19960208075338.96, 434394, 1493539
176.78,6,19960215062654.96, 291489, 1411094
58,6.8,19960217002258.18, 371857, 1423286
29.39,5.2,19960219211419.51, 402657, 1422777
176.62,6.1,19960222235913.09, 443448, 1483031
59,5,19960226081530.97, 443793, 1495477
60,5.2,19960228105254.9, 444002, 1495252
51,5.1,19960304173919.55, 362883, 1413902
57,6.6,19960305235227.76, 241369, 1220134
61,6.1,1996030602329.76, 241459, 1220390
19.59,5.5,19960306233528.72, 352855, 1385686
11,6.2,19960310011533.23, 431263, 1480089
31,5.4,1996031001418.99, 431536, 1481259
20,5.3,19960310020242.42, 431593, 1475770
14,5,19960311112233.63, 441434, 1480738
471.17,6.6,1996031707045.4, 285348, 1392970
52.83,5.3,19960318110618.49, 354636, 1410965
76,5.2,19960319163326.87, 240913, 1220573
0,5.3,19960328125651.75, 435910, 1491902
55,5.5,19960329122855.88, 242388, 1220151
47,5.5,19960331082217.48, 440801, 1495582
0,5.7,19960407070437.07, 433559, 1491276
59,5.1,1996040708356.12, 440028, 1494020
40,5.4,19960407090724.22, 435613, 1493865
50,5.6,1996040714580.79, 441516, 1493365
60,5.1,1996040715024.19, 440350, 1493169
57,5.3,1996040715099.94, 440134, 1493133
47,5,19960408004543.69, 280771, 1421185
416.38,5.3,1996040809054.87, 260401, 1410809
205.83,5.2,19960422202757.63, 294376, 1291620
76.11,5.3,1996042313082.49, 391276, 1412994
31.14,5.3,19960502144511.48, 314406, 1315890
52.27,5,1996050311237.89, 272425, 1281813
51.92,5,19960504033940.47, 430483, 1464455
44,6.2,1996050808201.82, 432770, 1473165
12,5.5,19960513001031.23, 203984, 1220150
54,5,19960513105522.56, 331376, 1410203
38.23,5.1,19960523183629.8, 383884, 1421883
38,5,1996052623590.34, 325149, 1423701
49.37,5.7,19960602183747.62, 273258, 1282725
0,5.5,19960609175348.9, 245036, 1232798
174.87,5.1,19960616215952.38, 443396, 1481769
440.72,5.4,19960618020750.02, 322987, 1372671
11,5.6,1996061922032.51, 431439, 1473898
49,5,19960623141232.45, 430731, 1470879
23.92,5.1,1996062606371.04, 400305, 1425040
491.23,6.1,1996062612224.43, 274045, 1401046
486.77,5.5,19960626125511.61, 274232, 1400179
24,5.2,19960704035924.6, 404012, 1423762
262.94,6.2,19960707063630.68, 220439, 1432407
64,5.3,19960730052055.54, 244406, 1222352
65,5.8,1996081015237.21, 240713, 1223234
8.63,6.1,19960811031217.99, 385449, 1403801
8.9,5.6,19960811035412.24, 385386, 1403906
9.77,5.8,19960811081046.6, 385197, 1404032
4.14,5.1,19960811204814.68, 385359, 1404015
5.62,5.3,1996081311132.64, 384789, 1403505
45.48,5,1996081721009.35, 353392, 1411397
431.64,5.1,1996083121457.27, 321821, 1373673
0,5,19960901223118.05, 434907, 1481968
27.48,5.1,19960903185726.77, 401016, 1424023
61.8,5.4,19960904123754.78, 295808, 1302353
43,5.6,19960905001825.75, 291942, 1415973
13,6.2,19960905031557.31, 312495, 1395641
21,6.7,1996090608427.64, 215960, 1213899
90,5.6,1996090609265.58, 214234, 1214775
7,5.1,19960906102547.22, 214620, 1213392
8,5.1,19960906110456.02, 215757, 1214434
4,5.6,19960906203432.43, 214296, 1213695
41,5,19960908104850.05, 433279, 1472783
21.51,5.8,19960909133418.89, 302936, 1305760
51.99,6.4,19960911113714.33, 353833, 1411301
54.54,5.1,19960918084711.71, 432558, 1470836
56.77,5,1996091809138.79, 430162, 1464894
1.44,5.4,19960918122540.08, 323332, 1414703
29,5,19960919134531.1, 323947, 1414046
58.05,5.2,1996092211297.35, 340573, 1404528
35,5.8,19960924092752.51, 245485, 1232940
33,5,19960928165444, 231710, 1433912
0,5.2,19961001200124.35, 434675, 1481848
473.9,5.3,19961003022717.6, 282938, 1394921
44,5,19961003233253.6, 431986, 1471200
0.22,5,19961004032130.5, 280432, 1280186
33,5,19961010015114, 214866, 1211698
55.1,5.2,19961015092244.02, 433058, 1470284
37.68,6.4,19961018195024.52, 303454, 1311183
355.98,5.6,19961019014447.77, 334842, 1373574
33,5.2,19961019173150.11, 315273, 1315782
36.98,5.5,1996101923013.8, 315023, 1315901
34,6.9,19961019234441.44, 314792, 1320050
37.36,5.3,19961020061748.66, 314276, 1315753
55,5.3,19961023210550.38, 441125, 1495748
29,5.4,1996102818248.96, 433116, 1465838
230.12,5.2,19961030180942.58, 413856, 1390206
60.67,5.4,19961101023725.75, 432141, 1470187
38,6.6,1996110705011.73, 281039, 1433309
39,5,1996110719040.36, 281472, 1430621
0,6,1996110922560.02, 314446, 1232530
36.85,5,19961111125053.79, 303667, 1310867
57.01,6.2,19961120112747.31, 342174, 1411863
58,5.1,19961126172223.76, 240392, 1214404
68.58,5.5,19961128164042.26, 343814, 1401963
38.03,6.7,19961203071758.14, 314619, 1314083
145.96,5.5,19961204004913.98, 372640, 1393809
59,5.7,19961206123027.64, 335343, 1415611
39.88,5.1,19961212162034.41, 314191, 1315612
0,5.6,19961213131016.54, 370765, 1285637
0,5,19961218202022.39, 223775, 1213871
53.11,5.6,19961221102847.71, 360577, 1395165
254.36,6.4,19961222235329.2, 430677, 1390666
93.92,5.1,19961224230812.89, 245812, 1261705
28,5.1,19961226065216.1, 243868, 1220508
67,5.3,1996122702015.19, 244507, 1274631
34,5,19961229093911.46, 434997, 1474034
0,6.4,19950101155955.7, 403637, 1435047
24.72,5,1995010121304.3, 400428, 1424532
140.93,5.1,19950102003140.48, 324567, 1401889
0,5.4,19950102070544.02, 401251, 1441526
0,5.4,19950103055816.47, 403222, 1434255
0.39,5.2,19950103060856.93, 403044, 1434517
0,5.1,19950103150124.55, 402797, 1434207
44,5.3,19950105081444.38, 430770, 1471609
