tag,year,month,day,hour,minute,second,time_se,latitude,latitude_m,latitude_se,longitude,longitude_m,longitude_se,depth,depth_se,magnitude_a,magnitude_a_type,magnitude_b,magnitude_b_type,time_table,evaluation,info_assistance,max_seismic,damate_scale,tsunami_scale,area_large,area_small,region,observation_points,flag
J,1983,01,01,00,36,58.4,0.2, 33,46.7,0.9, 139,21.2,1.1,21,3.9,3.9,V,0, ,1,1,1,F, , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,00,44,37.3,0.3, 33,53.5,0.9, 139,25.1,1.3,0,0,3.2,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,01,05,51.6,0.2, 33,55.1,0.8, 139,26.2,1.2,17,3.3,3.7,V,0, ,1,1,1,F, , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,01,18,54,0.2, 33,46.8,0.9, 139,24.6,1.2,16,0,2.8,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,01,21,54.4,0.2, 33,47.9,1, 139,20.1,1.1,9,0,2.9,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,01,26,26.3,0.2, 33,46.4,0.7, 139,25.1,1.1,20,3.3,3.4,V,0, ,1,1,1,F, , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,01,30,26.6,0.3, 33,48,1, 139,20.4,1.2,0,0,0, ,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,01,36,26.6,0.3, 33,46.7,1.1, 139,26.2,1.3,30,0,3,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,01,47,47.5,0.2, 33,47.1,0.8, 139,20,0.9,11,0,2.6,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,01,51,48.3,0.2, 33,45.8,0.8, 139,23.4,1.4,15,5,3,V,0, ,1,1,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,01,53,13.7,0.2, 33,46.7,1, 139,22.6,1.1,19,0,3.1,V,0, ,1,2,1,F, , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,01,54,3.1,0.2, 33,47.4,0.7, 139,22.5,0.8,19,3.1,4.1,J,4.1,V,1,1,1,F, , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,02,18,30.9,0.4, 33,45.7,1.7, 139,20.8,1.7,17,0,3.7,V,0, ,1,7,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,S
J,1983,01,01,02,19,46.9,0.2, 33,47.3,0.8, 139,22.4,1.1,26,3.7,3.3,V,0, ,1,1,1,F, , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,02,26,8,0.3, 33,50.8,1, 139,31.1,2.1,41,4.3,2.5,V,0, ,1,1,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,02,55,7.2,0.3, 36,25.1,1, 141,7.7,1.9,44,3.9,2.8,V,0, ,1,1,1, , , ,3,111,E OFF IBARAKI PREF      ,   ,K
J,1983,01,01,02,55,24,0.3, 33,47.9,1, 139,18.9,1,14,0,2.5,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,02,56,50.4,0.3, 33,48.2,1, 139,23.1,1.4,23,0,2.7,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,03,03,3.8,0.4, 33,38.3,1.8, 139,39.8,2.9,25,0,4,V,0, ,1,7,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,S
J,1983,01,01,03,15,4.6,0.3, 33,47.6,1.4, 139,23.5,1.7,29,0,2.5,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,03,17,14.3,0.3, 33,48.2,1, 139,18.5,1.1,0,0,3.2,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,03,19,7.7,0.2, 33,45.1,0.8, 139,18.9,1,4,0,2.9,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,03,31,17.2,0.2, 33,46.3,1.1, 139,19.2,1.1,4,0,2.9,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,03,41,1.1,0.2, 33,47,0.9, 139,19,1.1,0,0,2.6,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,03,49,15.7,0.3, 33,47.1,1.2, 139,20,1.3,11,0,2.5,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,03,50,34.8,0.3, 33,50.6,1.2, 139,28.8,1.7,35,0,2.8,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,03,52,32.8,1.3, 33,45.1,4, 139,16.1,8.2,0,0,3.8,V,0, ,1,7,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,S
J,1983,01,01,03,56,9.8,0.3, 33,50.8,1.2, 139,29.1,1.6,41,0,3,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,04,02,22.3,0.2, 33,50.3,1.1, 139,28.1,1.3,38,0,3.1,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,04,15,40.7,0.6, 36,17.8,2.2, 140,57.4,2.8,45,2.8,2.2,V,0, ,1,1,1, , , ,3,111,E OFF IBARAKI PREF      ,   ,K
J,1983,01,01,04,27,29.9,0.2, 33,50.3,1, 139,27.3,1.4,36,0,3,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
U,1983,01,01,04,46,45.8,0, 42,52.2,0,  77,27.6,0,24,0,5.7,B,5.2,S, , , , , , ,9,   ,ALMA-ATA REGION         ,   , 
J,1983,01,01,05,23,44.5,0.3, 33,49.4,1.1, 139,24.6,1.4,29,0,2.8,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,05,37,50.5,0.2, 33,49.3,0.9, 139,24.1,1.1,28,0,2.8,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,05,48,49.5,0.2, 33,46.9,1.1, 139,20.3,1.1,10,0,2.8,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,06,02,10.8,0.9, 33,40.4,3.2, 139,25.5,2.8,21,0,4,V,0, ,1,7,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,S
J,1983,01,01,06,06,3.8,0.2, 33,45.7,0.8, 139,23.6,1.1,25,3.6,3.6,V,0, ,1,1,1,F, , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,06,13,1.3,1, 33,41.7,3.7, 139,26.6,2.9,24,0,3.7,V,0, ,1,7,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,S
J,1983,01,01,06,13,55.9,0.2, 33,48.5,1, 139,24.1,1.3,24,0,3.3,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,06,19,48.5,0.2, 33,46.5,1.1, 139,19.8,1.2,9,0,2.7,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,06,20,41.1,0.3, 33,51.4,1.2, 139,31.9,2.3,41,4.6,2.7,V,0, ,1,1,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,06,27,56.5,0.2, 33,47.5,0.9, 139,17.6,1,3,0,3.1,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,06,33,28.8,0.4, 33,46.9,1.5, 139,20.2,1.3,4,0,2.7,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,06,35,17.5,0.5, 33,45.4,2.1, 139,24.6,2.5,22,0,3.9,V,0, ,1,7,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,S
J,1983,01,01,06,48,47.3,0.4, 35,48.1,1.1, 139,31,1.4,101,3.4,1.3,V,0, ,1,1,1, , , ,3, 89,EASTERN SAITAMA PREF    ,   ,K
J,1983,01,01,06,52,40.6,0.2, 33,46.7,0.8, 139,20.4,0.9,3,0,2.8,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,07,17,27.1,0.2, 33,48.6,0.7, 139,24.7,1.2,27,3.8,2.9,V,0, ,1,1,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,07,30,13,0.8, 36,50.5,2.1, 140,27.4,2.3,0,0,3.3,V,0, ,1,7,1, , , ,2, 55,MID FUKUSHIMA PREF      ,   ,S
J,1983,01,01,08,18,16.3,0.2, 33,48.1,0.7, 139,23.5,0.8,28,2.8,4.1,J,4,V,1,1,1,F, , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,08,24,22.3,0.2, 36,40.8,0.5, 141,23.9,1.2,38,2.5,4.5,J,4.6,V,1,1,1,F, , ,3,111,E OFF IBARAKI PREF      ,   ,K
U,1983,01,01,08,58,27,0, 17,2.4,0, 147,13.2,0,48,0,4.6,B,0, , , , , , , ,9,   ,MARIANAS REGION         ,   , 
J,1983,01,01,11,39,39.1,0.6, 36,14.2,1.4, 141,50,3.3,56,0,3.4,V,0, ,1,2,1, , , ,3,112,FAR E OFF IBARAKI PREF  ,   ,K
J,1983,01,01,11,40,14.8,0.8, 38,54.1,2.9, 141,15.9,4.1,0,0,0, ,0, ,1,7,1, , , ,2, 49,SOUTHERN IWATE PREF     ,   ,S
J,1983,01,01,12,42,4.8,0.2, 34,6.5,3.7, 139,10.7,1.2,50,0,3.3,V,0, ,1,7,1, , , ,3,103,NEAR NIIJIMA ISLAND     ,   ,S
J,1983,01,01,14,03,57,0.2, 33,58.4,0.8, 139,26.4,1.4,20,3.5,2.9,V,0, ,1,1,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
U,1983,01,01,14,31,51.9,0,-17,13.2,0,- 69,15,0,145,0,5.6,B,0, , , , , , , ,9,   ,PERU-BOLIVIA BORDER REG.,   , 
J,1983,01,01,17,05,12.1,0.2, 33,50.1,1, 139,27.9,1.5,27,3.8,2.9,V,0, ,1,1,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,18,20,35.7,0.3, 35,15.6,0.8, 139,27,0.9,106,2.2,1.5,V,0, ,1,1,1, , , ,3, 99,SAGAMI BAY REGION       ,   ,K
J,1983,01,01,18,55,35.8,0.2, 36,38.2,0.8, 139,27.7,0.7,6,0,0, ,0, ,1,2,1, , , ,3, 83,TOCHIGI GUNMA BORDER    ,   ,K
J,1983,01,01,19,05,57,0.2, 33,46.6,0.7, 139,22.4,1.1,17,3.6,3.2,V,0, ,1,1,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
U,1983,01,01,19,46,13.7,0, 16,59.8,0, 147,17.9,0,44,0,4.7,B,0, , , , , , , ,9,   ,MARIANAS REGION         ,   , 
U,1983,01,01,20,02,4.5,0, 16,56.7,0, 147,44.3,0,33,0,4.4,B,0, , , , , , , ,9,   ,MARIANAS REGION         ,   , 
J,1983,01,01,20,28,56.2,0.4, 33,54,1.6, 139,28.1,2.1,16,0,3.7,V,0, ,1,7,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,S
J,1983,01,01,20,57,1.8,0.1, 38,46.1,0.3, 141,57.2,0.8,53,0.7,2.1,V,0, ,1,1,1, , , ,2, 66,KINKAZAN REGION         ,   ,K
J,1983,01,01,21,03,1.3,0.3, 33,53.5,1, 139,29.5,1.8,16,4.4,2.7,V,0, ,1,1,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,01,22,50,15.8,0.5, 43,24.7,1.5, 144,30.5,1.6,133,4.4,0, ,0, ,1,1,1, , , ,1,  7,TESHIKAGA REGION        ,   ,K
J,1983,01,02,01,08,43.2,0.2, 33,47.9,0.7, 139,22.6,1,15,3.6,3.2,V,0, ,1,1,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,02,01,10,48.8,0.3, 33,48.1,1.1, 139,21.9,1.5,0,0,3,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,02,01,32,28,0.2, 33,46.2,0.9, 139,24.8,1.4,25,4.7,3,V,0, ,1,1,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,02,01,36,1.4,0.1, 34,11.3,1, 135,5.9,0.5,20,0,2.2,V,0, ,1,2,1, , , ,5,190,NW WAKAYAMA PREF        ,   ,K
J,1983,01,02,01,52,33.2,0.3, 33,46.3,1.2, 139,21.1,1.3,13,0,2.9,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,02,03,04,11.2,0.3, 36,55.9,1.2, 140,56,2,71,3.1,3.1,V,0, ,1,1,1, , , ,2, 69,E OFF FUKUSHIMA PREF    ,   ,K
J,1983,01,02,03,10,11.9,0.3, 44,38.4,1.8, 147,40.6,2,160.4,3.2,0, ,0, ,1,7,1, , , ,1, 24,NEAR ETOROFU ISLAND     ,   ,S
J,1983,01,02,04,11,28.8,0.3, 33,53.9,1, 139,25.2,1.4,1,0,0, ,0, ,1,7,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,S
J,1983,01,02,04,11,56.9,0.2, 33,54.9,0.8, 139,27.6,1.4,12,3.9,3.3,V,0, ,1,1,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,02,04,37,12.4,0.2, 42,40,0.9, 143,47.2,1.1,123,2.5,4,D,3.9,V,1,1,1,F, , ,1, 28,SE OFF TOKACHI          ,   ,K
J,1983,01,02,04,42,9.2,0.2, 42,36.9,1.8, 142,16.9,2.1,129,0,2.9,V,0, ,1,2,1, , , ,1, 12,HIDAKA REGION           ,   ,K
J,1983,01,02,11,05,55.6,0.2, 42,1,1.4, 142,37.6,0.5,35,0.9,0, ,0, ,1,7,1, , , ,1, 30,S OFF URAKAWA           ,   ,S
J,1983,01,02,15,07,13.4,0.3, 42,7.8,1.8, 142,57.7,1.2,73,2.3,3,V,0, ,1,1,1, , , ,1, 12,HIDAKA REGION           ,   ,K
J,1983,01,02,15,30,12.8,0.3, 33,53.3,1.6, 139,16.9,1.3,0,0,3,V,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1983,01,02,15,45,35.8,0.2, 42,8.4,2, 142,42.2,1.2,63,0,0, ,0, ,1,2,1, , , ,1, 30,S OFF URAKAWA           ,   ,K
