tag,year,month,day,hour,minute,second,time_se,latitude,latitude_m,latitude_se,longitude,longitude_m,longitude_se,depth,depth_se,magnitude_a,magnitude_a_type,magnitude_b,magnitude_b_type,time_table,evaluation,info_assistance,max_seismic,damate_scale,tsunami_scale,area_large,area_small,region,observation_points,flag
J,2018,07,01,00,40,43.75,0.08, 36,49.57,0.32, 138,46.1,0.27,6.34,1.06,0.2,V,0, ,5,1,1, , , ,4,132,MID NIIGATA PREF        , 15,A
J,2018,07,01,00,41,45.77,0.14, 36,48.33,0.32, 140,59.95,0.88,45.58,1.22,0.8,V,0, ,5,1,1, , , ,3,111,E OFF IBARAKI PREF      , 25,A
J,2018,07,01,00,42,37.24,0.42, 41,57.26,1.1, 141,22.43,2.95,112.21,3.99,0.9,V,0, ,5,1,1, , , ,1, 31,S OFF TOMAKOMAI         , 14,A
J,2018,07,01,00,44,51.51,0.03, 34,51.71,0.1, 135,36.52,0.1,11.99,0.43,0.3,V,0, ,5,1,1, , , ,5,184,KYOTO OSAKA BORDER REG  , 24,A
J,2018,07,01,00,45,17.35,0.13, 37,27.3,0.2, 137,15.53,0.3,12.43,1.09,-0.2,v,0, ,5,1,1, , , ,4,135,NOTO PENINSULA REGION   ,  4,A
J,2018,07,01,00,46,54.25,0.11, 24,16.71,0.32, 123,47.57,0.3,13.95,1.15,0.8,V,0, ,5,1,1, , , ,7,290,NEAR ISHIGAKIJIMA ISLAND, 10,A
J,2018,07,01,00,47,29.85,0.12, 34,51.78,0.22, 135,36.15,0.35,11.07,0.95,-0.2,v,0, ,5,1,1, , , ,5,184,KYOTO OSAKA BORDER REG  ,  7,A
J,2018,07,01,00,47,37.39,0.13, 36,54,0.68, 140,33.22,0.76,11,0,-0.1,v,0, ,5,2,1, , , ,2, 55,MID FUKUSHIMA PREF      ,  8,a
J,2018,07,01,00,47,40.05,0.05, 32,28.83,0.16, 129,51.91,0.27,11.95,0.76,2,V,0, ,5,1,1, , , ,7,283,W OFF AMAKUSA ISLAND    , 36,K
J,2018,07,01,00,50,40.18,0.29, 35,54.52,0.78, 141,3.28,1.29,23.82,2.63,1.1,V,0, ,5,1,1, , , ,3,111,E OFF IBARAKI PREF      , 11,k
J,2018,07,01,00,50,58.15,0.18, 37,27.87,0.46, 137,14.81,0.61,13.84,1.49,0.8,v,0, ,5,1,1, , , ,4,135,NOTO PENINSULA REGION   ,  9,A
J,2018,07,01,00,51,48.15,0.27, 24,15.05,0.46, 123,46.03,0.71,18.05,2.29,1,V,0, ,5,1,1, , , ,7,290,NEAR ISHIGAKIJIMA ISLAND,  6,A
J,2018,07,01,00,52,59.9,0.41, 35,29.57,1.55, 140,54.14,1.74,38.14,2.97,0.9,V,0, ,5,1,1, , , ,3,110,NEAR CHOSHI CITY        ,  6,k
J,2018,07,01,00,53,17.56,0.05, 34,53.17,0.14, 135,24.07,0.16,11.58,0.6,0.3,V,0, ,5,1,1, , , ,5,184,KYOTO OSAKA BORDER REG  , 19,A
J,2018,07,01,00,54,1.91,0.08, 34,52.98,0.23, 135,24.05,0.22,11.36,0.8,0.2,V,0, ,5,1,1, , , ,5,184,KYOTO OSAKA BORDER REG  , 17,A
J,2018,07,01,00,54,36.56,0.11, 34,49.8,0.19, 135,34.37,0.26,12.5,0.95,0.2,v,0, ,5,1,1, , , ,5,184,KYOTO OSAKA BORDER REG  , 11,A
J,2018,07,01,00,55,42.82,0.34, 37,27.3,0.48, 137,15.77,0.72,16.1,2.39,0,v,0, ,5,1,1, , , ,4,135,NOTO PENINSULA REGION   ,  4,a
J,2018,07,01,00,55,57.13,0.09, 36,9.75,0.19, 141,13.98,0.51,28.94,1.4,1.2,V,0, ,5,1,1, , , ,3,111,E OFF IBARAKI PREF      , 22,A
J,2018,07,01,00,56,28.25,0.07, 36,51.62,0.14, 140,52.17,0.35,17.57,0.75,0.3,v,0, ,5,1,1, , , ,3, 86,NORTHERN IBARAKI PREF   , 21,A
J,2018,07,01,00,57,2.86,0.04, 35,22.83,0.15, 133,51.97,0.11,11.61,0.45,0.5,V,0, ,5,1,1, , , ,6,221,EASTERN TOTTORI PREF    , 27,A
J,2018,07,01,00,57,53.68,0.19, 38,50.97,0.74, 142,36.11,0.75,23.85,4.44,1.1,V,0, ,5,1,1, , , ,2, 65,E OFF MIYAGI PREF       , 11,k
J,2018,07,01,01,01,49.54,0.02, 36,9.24,0.07, 137,27.6,0.09,5.18,0.76,0.9,V,0, ,5,1,1, , , ,4,141,NORTHERN GIFU PREF      , 30,A
J,2018,07,01,01,02,25.85,0.05, 33,48.63,0.26, 134,54.53,0.13,13.69,1.31,0.8,V,0, ,5,1,1, , , ,5,207,S PART OF KII CHANNEL   , 27,A
J,2018,07,01,01,03,15.92,0.13, 35,14.28,0.44, 135,38.85,0.47,6.01,1.6,-0.3,v,0, ,5,1,1, , , ,5,183,MID KYOTO PREF          ,  5,s
J,2018,07,01,01,03,55.57,0.29, 24,15.99,0.97, 123,46.39,0.69,16.55,1.85,0.2,v,0, ,5,1,1, , , ,7,290,NEAR ISHIGAKIJIMA ISLAND,  5,k
J,2018,07,01,01,04,4.02,0.08, 42,22.62,0.37, 144,38.17,0.75,25.68,1.44,1.6,V,0, ,5,1,1, , , ,1, 28,SE OFF TOKACHI          , 26,k
J,2018,07,01,01,06,12.32,0.05, 37,27.32,0.12, 137,15.89,0.2,13,0.42,0.9,V,0, ,5,1,1, , , ,4,135,NOTO PENINSULA REGION   , 11,A
J,2018,07,01,01,07,15.26,0.08, 35,22.57,0.21, 136,53.14,0.17,10.65,0.76,0.1,V,0, ,5,1,1, , , ,4,139,SW GIFU PREF            , 14,A
J,2018,07,01,01,07,54.66,0.1, 32,0.59,0.25, 130,23.91,0.25,8.51,0.98,-0.1,v,0, ,5,1,1, , , ,7,273,NW KAGOSHIMA PREF       , 12,A
J,2018,07,01,01,08,15.94,0.07, 34,13.75,0.3, 132,15.79,0.15,6.27,1.48,0,v,0, ,5,1,1, , , ,6,242,AKINADA SETONAIKAI      ,  5,k
J,2018,07,01,01,09,10.5,0.23, 37,17.96,0.77, 141,17.59,1.05,23.67,2.49,0.6,v,0, ,5,1,1, , , ,2, 69,E OFF FUKUSHIMA PREF    ,  8,k
J,2018,07,01,01,11,55.89,0.16, 42,59.82,0.61, 143,53.63,0.76,87.19,1.21,0.5,v,0, ,5,1,1, , , ,1,  8,KUSHIRO REGION          , 20,A
J,2018,07,01,01,12,32.9,0.08, 36,37.54,0.23, 136,11,0.41,17.02,1.43,1.4,V,0, ,5,1,1, , , ,4,168,NW OFF HOKURIKU DISTRICT, 31,A
J,2018,07,01,01,13,54.9,0.53, 38,12.21,2.44, 143,59.21,2.17,0,0,2.3,V,0, ,5,2,1, , , ,2, 64,FAR E OFF MIYAGI PREF   , 10,s
J,2018,07,01,01,14,5.21,0.06, 36,37.15,0.11, 140,45.15,0.29,13.49,0.78,0.5,V,0, ,5,1,1, , , ,3, 86,NORTHERN IBARAKI PREF   , 24,A
J,2018,07,01,01,14,17.41,0.08, 36,26.28,0.21, 139,11.53,0.24,10.7,1.2,0.4,V,0, ,5,1,1, , , ,3, 82,SE GUNMA PREF           , 15,A
J,2018,07,01,01,15,7.26,0.04, 36,33.48,0.12, 139,21.79,0.14,7.47,0.65,0.5,V,0, ,5,1,1, , , ,3, 83,TOCHIGI GUNMA BORDER    , 13,A
J,2018,07,01,01,15,53.72,0.05, 32,47,0.11, 130,46.62,0.22,10.41,0.69,-0.2,V,0, ,5,1,1, , , ,7,269,NW KUMAMOTO PREF        , 14,A
J,2018,07,01,01,16,35.78,0.09, 32,28.82,0.27, 129,51.95,0.38,12.63,1.07,0.5,V,0, ,5,1,1, , , ,7,283,W OFF AMAKUSA ISLAND    , 23,A
J,2018,07,01,01,17,55.24,0.1, 34,11.32,0.15, 135,5.5,0.38,8.81,0.51,0.2,v,0, ,5,1,1, , , ,5,190,NW WAKAYAMA PREF        ,  8,k
J,2018,07,01,01,19,14.54,0.26, 25,51.03,1.82, 124,3.39,1.06,220,0,2.5,v,0, ,5,2,1, , , ,7,288,NW OFF MIYAKOJIMA ISLAND, 11,K
J,2018,07,01,01,19,36.72,0.03, 34,49.93,0.08, 135,35.76,0.09,9.6,0.43,0.4,V,0, ,5,1,1, , , ,5,184,KYOTO OSAKA BORDER REG  , 20,k
J,2018,07,01,01,20,17.35,0.56, 26,48.8,4.79, 126,5.38,2.92,182,0,2.7,V,0, ,5,2,1, , , ,7,287,NW OFF OKINAWAJIMA IS   , 16,K
J,2018,07,01,01,22,31.52,0.13, 35,12.06,0.48, 132,33.97,0.45,9.99,0.74,-0.4,v,0, ,5,1,1, , , ,6,224,SHIMANE HIROSHIMA BORDER,  7,A
J,2018,07,01,01,23,6.26,0.36, 30,47.41,0.82, 131,24.84,2.36,36.42,4.85,1.3,V,0, ,5,1,1, , , ,7,299,SE OFF OSUMI PEN        , 11,k
J,2018,07,01,01,24,31,0.04, 34,49.54,0.1, 135,38.31,0.14,11.25,0.54,0.5,V,0, ,5,1,1, , , ,5,184,KYOTO OSAKA BORDER REG  , 24,A
J,2018,07,01,01,25,54.16,0.22, 36,42.5,0.49, 141,28.03,1.13,35.74,3.93,1.1,V,0, ,5,1,1, , , ,3,111,E OFF IBARAKI PREF      , 11,k
J,2018,07,01,01,26,28.79,0.06, 37,27.25,0.09, 137,15.48,0.13,13.69,0.45,0.4,V,0, ,5,1,1, , , ,4,135,NOTO PENINSULA REGION   ,  6,k
J,2018,07,01,01,26,51.2,0.05, 36,49.72,0.1, 140,35.39,0.24,7.19,0.61,0.1,V,0, ,5,1,1, , , ,3, 86,NORTHERN IBARAKI PREF   , 17,A
J,2018,07,01,01,27,21.24,0.24, 35,46.17,0.7, 138,13.2,0.62,9.53,2.26,-0.5,v,0, ,5,1,1, , , ,4,150,AKAISHI MOUNTAINS REG   ,  9,A
J,2018,07,01,01,28,32.11,0.07, 39,35.54,0.2, 140,43.71,0.22,8.57,0.96,0,V,0, ,5,1,1, , , ,2, 47,SOUTHERN AKITA PREF     , 11,k
J,2018,07,01,01,30,46.44,0.09, 28,7.09,0.34, 129,3.58,0.44,8.62,1.84,1.3,v,0, ,5,1,1, , , ,7,296,NEAR AMAMI-OSHIMA ISLAND,  4,A
J,2018,07,01,01,32,35.03,0.1, 32,41.12,0.19, 129,49.08,0.45,11.21,0.81,-0.6,V,0, ,5,1,1, , , ,7,267,NEAR UNZENDAKE          ,  5,k
J,2018,07,01,01,33,30.22,0.03, 33,48.6,0.18, 134,54.48,0.09,13.04,0.77,1,V,0, ,5,1,1, , , ,5,207,S PART OF KII CHANNEL   , 32,A
J,2018,07,01,01,34,4.88,0.05, 35,23.75,0.12, 136,55.42,0.13,14.12,0.46,0.2,V,0, ,5,1,1, , , ,4,139,SW GIFU PREF            , 19,A
J,2018,07,01,01,39,38.06,0.11, 35,49.42,0.28, 137,49.5,0.27,6.91,1.79,-0.1,V,0, ,5,1,1, , , ,4,149,SOUTHERN NAGANO PREF    , 14,A
J,2018,07,01,01,40,36.29,0.03, 35,4.16,0.08, 134,27.42,0.08,14.02,0.32,0.6,V,0, ,5,1,1, , , ,5,186,SW HYOGO PREF           , 32,A
J,2018,07,01,01,42,5.98,0.09, 37,3.26,0.17, 141,10.52,0.42,18.92,0.61,1.5,V,0, ,5,1,1, , , ,2, 69,E OFF FUKUSHIMA PREF    , 32,A
J,2018,07,01,01,42,50.31,0.09, 32,27.26,0.28, 130,37.38,0.24,9.61,1.25,-0.3,v,0, ,5,1,1, , , ,7,271,SOUTHERN KUMAMOTO PREF  , 10,A
J,2018,07,01,01,42,57.01,0.07, 35,22.8,0.14, 133,36.86,0.1,6.57,1.04,-0.2,v,0, ,5,1,1, , , ,6,222,WESTERN TOTTORI PREF    ,  6,A
J,2018,07,01,01,43,33.01,0.04, 34,8.78,0.14, 135,14.22,0.18,4.11,0.93,0.3,V,0, ,5,1,1, , , ,5,190,NW WAKAYAMA PREF        , 11,A
J,2018,07,01,01,46,32.44,0.09, 34,4.39,0.23, 136,50.07,0.43,29.05,1.16,0.6,V,0, ,5,1,1, , , ,5,208,SE OFF KII PENINSULA    , 26,A
J,2018,07,01,01,47,8.97,0.05, 33,49.16,0.26, 134,54.38,0.09,14.03,1.24,1,v,0, ,5,1,1, , , ,5,207,S PART OF KII CHANNEL   , 17,A
J,2018,07,01,01,49,36.91,0.06, 24,43.69,0.93, 124,48.78,0.42,16.18,1.06,1.4,V,0, ,5,1,1, , , ,7,293,NEAR MIYAKOJIMA ISLAND  ,  9,A
J,2018,07,01,01,49,37.64,0.1, 32,34.96,0.34, 130,39.78,0.35,8.23,1.4,-0.3,v,0, ,5,1,1, , , ,7,271,SOUTHERN KUMAMOTO PREF  , 11,A
J,2018,07,01,01,50,32.54,0.06, 32,31.09,0.29, 132,17.84,0.17,28.62,1.38,1.2,V,0, ,5,1,1, , , ,7,300,HYUGANADA REGION        , 24,A
J,2018,07,01,01,50,58.24,0.21, 36,10.69,0.47, 140,54.11,1.15,42.95,1.75,0.5,V,0, ,5,1,1, , , ,3,111,E OFF IBARAKI PREF      , 15,A
J,2018,07,01,01,51,11.88,0.27, 37,27.1,0.42, 137,15.89,0.65,15.1,2.12,0.5,V,0, ,5,1,1, , , ,4,135,NOTO PENINSULA REGION   ,  8,A
J,2018,07,01,01,51,32.98,0.08, 32,48.66,0.22, 130,32.71,0.36,8.69,1.51,0.2,V,0, ,5,1,1, , , ,7,269,NW KUMAMOTO PREF        , 14,A
J,2018,07,01,01,51,55.69,0.04, 36,11.03,0.13, 137,41.08,0.15,5.55,1.18,0.4,V,0, ,5,1,1, , , ,4,143,HIDA MOUNTAINS REGION   , 20,k
J,2018,07,01,01,53,35.1,0.12, 35,10.83,0.28, 132,35.38,0.36,10.32,1.19,0.1,V,0, ,5,1,1, , , ,6,224,SHIMANE HIROSHIMA BORDER, 10,A
J,2018,07,01,01,53,46.52,0.08, 34,38.41,0.2, 136,29.76,0.22,16.62,0.85,0.4,V,0, ,5,1,1, , , ,5,198,NORTHERN MIE PREF       , 15,A
J,2018,07,01,01,54,11.21,0.17, 38,19.83,0.51, 141,54.42,1.04,58.28,1.33,1,V,0, ,5,1,1, , , ,2, 65,E OFF MIYAGI PREF       , 28,A
J,2018,07,01,01,55,18.4,0.03, 34,41.15,0.07, 134,14.67,0.1,14.58,0.4,0.7,V,0, ,5,1,1, , , ,6,229,OKAYAMA PREF            , 24,A
J,2018,07,01,01,56,52.22,0.22, 24,14.96,0.45, 123,46.32,0.58,16.62,2.09,0.7,v,0, ,5,1,1, , , ,7,290,NEAR ISHIGAKIJIMA ISLAND,  7,A
J,2018,07,01,01,57,23.9,0.13, 34,50.37,0.2, 135,37.27,0.25,11.09,1.09,-0.1,V,0, ,5,1,1, , , ,5,184,KYOTO OSAKA BORDER REG  ,  9,k
J,2018,07,01,01,58,14.3,0.19, 38,39.18,0.46, 141,31.14,1.52,65.48,1.51,-0.1,v,0, ,5,1,1, , , ,2, 50,NORTHERN MIYAGI PREF    , 12,A
J,2018,07,01,02,01,30.83,0.08, 36,59.47,0.13, 139,29.11,0.2,6.5,1.39,0.1,v,0, ,5,1,1, , , ,2, 54,WESTERN FUKUSHIMA PREF  ,  8,a
J,2018,07,01,02,01,32.55,0.04, 34,51.57,0.12, 135,38.1,0.13,12.5,0.55,0.6,V,0, ,5,1,1, , , ,5,184,KYOTO OSAKA BORDER REG  , 28,A
J,2018,07,01,02,01,38.85,0.45, 36,10.62,0.56, 140,53.77,1.94,42.2,2.83,0.6,V,0, ,5,1,1, , , ,3,111,E OFF IBARAKI PREF      , 17,A
J,2018,07,01,02,01,55.47,0.04, 34,49.55,0.12, 132,47.85,0.12,10.45,0.79,0.2,V,0, ,5,1,1, , , ,6,224,SHIMANE HIROSHIMA BORDER, 23,A
J,2018,07,01,02,01,57.83,0.11, 35,53.24,0.27, 140,47.19,0.41,36.03,0.95,0.3,V,0, ,5,1,1, , , ,3,110,NEAR CHOSHI CITY        , 12,k
J,2018,07,01,02,03,58.75,0.15, 38,5.52,0.54, 142,19.59,0.8,37.5,2.54,1,V,0, ,5,1,1, , , ,2, 65,E OFF MIYAGI PREF       , 10,k
J,2018,07,01,02,04,21.61,0.1, 35,44,0.41, 140,42.95,0.54,10.26,1.05,0.3,v,0, ,5,1,1, , , ,3,110,NEAR CHOSHI CITY        ,  7,A
J,2018,07,01,02,04,27.76,0.05, 34,51.52,0.17, 135,35.5,0.14,10.21,0.66,0.2,V,0, ,5,1,1, , , ,5,184,KYOTO OSAKA BORDER REG  , 20,A
J,2018,07,01,02,07,13.43,0.16, 38,41.03,0.31, 142,19.75,0.88,34.19,3.02,1.5,V,0, ,5,1,1, , , ,2, 65,E OFF MIYAGI PREF       , 27,A
J,2018,07,01,02,07,53.11,0.28, 34,39.03,1.01, 135,22.31,0.7,16.41,3.33,0.1,v,0, ,5,1,1, , , ,5,204,OSAKA BAY REGION        ,  7,a
J,2018,07,01,02,08,15.41,0.06, 34,51.4,0.15, 135,36.17,0.15,11.06,0.59,0,V,0, ,5,1,1, , , ,5,184,KYOTO OSAKA BORDER REG  , 16,A
J,2018,07,01,02,10,1.51,0.26, 25,26.13,1.92, 123,40.44,1.13,185,0,2.2,V,0, ,5,2,1, , , ,7,289,NW OFF ISHIGAKIJIMA IS  ,  9,K
J,2018,07,01,02,10,26.81,0.26, 37,27.3,0.54, 137,15.97,0.66,16.27,1.94,0.4,V,0, ,5,1,1, , , ,4,135,NOTO PENINSULA REGION   ,  7,A
J,2018,07,01,02,11,8.36,0.23, 34,20.49,0.56, 139,22.67,0.63,0,0,0.7,V,0, ,5,2,1, , , ,3,103,NEAR NIIJIMA ISLAND     ,  9,s
J,2018,07,01,02,11,58.01,0.1, 39,49.21,0.16, 141,53.47,0.39,16.37,0.95,0,V,0, ,5,1,1, , , ,2, 48,NORTHERN IWATE PREF     , 19,A
J,2018,07,01,02,12,18.51,0.1, 32,28.61,0.28, 129,51.76,0.42,11.83,1.19,0.6,V,0, ,5,1,1, , , ,7,283,W OFF AMAKUSA ISLAND    , 25,A
J,2018,07,01,02,12,40.74,0.1, 35,16.31,0.21, 136,53.27,0.24,11.52,0.94,0.5,V,0, ,5,1,1, , , ,4,161,CENTRAL AICHI PREF      , 15,A
J,2018,07,01,02,13,3.59,0.3, 35,47.29,0.84, 140,56.81,1.13,29.02,1.73,0.7,V,0, ,5,1,1, , , ,3,110,NEAR CHOSHI CITY        , 11,A
J,2018,07,01,02,13,10.32,0.04, 34,52.52,0.1, 135,37.2,0.1,11.17,0.51,0.2,V,0, ,5,1,1, , , ,5,184,KYOTO OSAKA BORDER REG  , 23,A
J,2018,07,01,02,15,32.57,0.08, 37,27.6,0.11, 137,15.29,0.18,12.99,0.69,0.1,v,0, ,5,1,1, , , ,4,135,NOTO PENINSULA REGION   ,  5,A
J,2018,07,01,02,16,37.13,0.12, 35,8.76,0.39, 137,3.89,0.33,44.27,0.93,0.3,V,0, ,5,1,1, , , ,4,161,CENTRAL AICHI PREF      , 17,A
J,2018,07,01,02,18,38.89,0.21, 43,14.72,0.73, 143,35.36,0.96,115.22,1.7,0.9,V,0, ,5,1,1, , , ,1,  9,TOKACHI REGION          , 19,A
J,2018,07,01,02,19,14.27,0.15, 37,57.69,0.46, 141,51.83,0.86,41.84,1.35,1.7,V,0, ,5,1,1, , , ,2, 68,SE OFF MIYAGI PREF      , 27,A
J,2018,07,01,02,19,28.94,0.27, 41,58.11,0.58, 139,21.89,0.92,2.13,2.68,1,V,0, ,5,1,1, , , ,1, 18,SW OFF HOKKAIDO         ,  9,k
J,2018,07,01,02,20,46.61,0.03, 34,53.11,0.1, 135,24,0.1,11.11,0.43,0.6,V,0, ,5,1,1, , , ,5,184,KYOTO OSAKA BORDER REG  , 26,A
J,2018,07,01,02,21,28.84,0.12, 33,29.77,0.34, 135,33.2,0.23,18.57,0.68,-0.1,v,0, ,5,1,1, , , ,5,192,SOUTHERN WAKAYAMA PREF  ,  9,k
J,2018,07,01,02,24,31.04,0.17, 37,12.83,0.41, 141,36.49,0.71,27.18,2.1,1.1,V,0, ,5,1,1, , , ,2, 69,E OFF FUKUSHIMA PREF    , 22,A
J,2018,07,01,02,25,50.04,0.25, 31,41.43,0.52, 131,8.66,0.83,55.18,2.13,0.5,V,0, ,5,1,1, , , ,7,277,SOUTHERN MIYAZAKI PREF  , 19,A
J,2018,07,01,02,26,41.17,0.1, 36,0.85,0.43, 140,5.03,0.47,59.54,0.76,-0.1,V,0, ,5,1,1, , , ,3, 87,SOUTHERN IBARAKI PREF   , 14,A
J,2018,07,01,02,26,44.4,0.14, 36,54.84,0.65, 138,35.75,0.64,0,0,-0.5,v,0, ,5,2,1, , , ,4,132,MID NIIGATA PREF        ,  5,a
J,2018,07,01,02,27,33.17,0.06, 34,54.18,0.16, 138,0.22,0.21,10.54,0.72,0.3,V,0, ,5,1,1, , , ,4,158,SW SHIZUOKA PREF        , 26,A
J,2018,07,01,02,30,3.15,0.18, 35,10.88,0.67, 132,34.73,0.53,9.1,1.8,-0.1,V,0, ,5,1,1, , , ,6,224,SHIMANE HIROSHIMA BORDER,  8,A
J,2018,07,01,02,30,59,0.19, 24,46.19,1.82, 122,32.97,0.61,34.97,3.23,2.1,V,0, ,5,1,1, , , ,7,289,NW OFF ISHIGAKIJIMA IS  , 10,K
J,2018,07,01,02,35,58.86,0.16, 24,9.51,0.47, 123,43.94,0.45,17.75,1.42,1.3,V,0, ,5,1,1, , , ,7,290,NEAR ISHIGAKIJIMA ISLAND,  8,A
J,2018,07,01,02,39,31.13,0.05, 36,47.5,0.1, 140,31.95,0.21,10.09,0.53,-0.2,V,0, ,5,1,1, , , ,3, 86,NORTHERN IBARAKI PREF   , 11,k
J,2018,07,01,02,41,31.75,0.06, 37,27.41,0.11, 137,15.4,0.17,12.62,0.48,0.1,v,0, ,5,1,1, , , ,4,135,NOTO PENINSULA REGION   ,  5,k
J,2018,07,01,02,41,37.26,0.05, 32,44.79,0.13, 130,39.86,0.22,10.84,0.83,0.1,V,0, ,5,1,1, , , ,7,269,NW KUMAMOTO PREF        , 16,A
J,2018,07,01,02,44,0.67,0.22, 39,30.08,0.83, 142,36.17,1.06,28.31,2.11,1.1,v,0, ,5,1,1, , , ,2, 62,E OFF IWATE PREF        , 13,A
J,2018,07,01,02,45,38.55,0.14, 24,16.81,0.35, 123,47.51,0.38,13.86,1.4,1,V,0, ,5,1,1, , , ,7,290,NEAR ISHIGAKIJIMA ISLAND,  7,A
J,2018,07,01,02,49,16.61,0.2, 37,27.68,0.46, 137,15.52,0.62,14.62,1.54,0.3,v,0, ,5,1,1, , , ,4,135,NOTO PENINSULA REGION   ,  8,A
J,2018,07,01,02,51,55.19,0.09, 34,51.53,0.22, 135,35.77,0.22,12.36,0.86,-0.1,V,0, ,5,1,1, , , ,5,184,KYOTO OSAKA BORDER REG  ,  9,k
J,2018,07,01,02,51,59.16,0.05, 34,51.25,0.12, 135,36.01,0.16,12.91,0.68,2.2,V,0, ,5,1,1, , , ,5,184,KYOTO OSAKA BORDER REG  , 20,K
