tag,year,month,day,hour,minute,second,time_se,latitude,latitude_m,latitude_se,longitude,longitude_m,longitude_se,depth,depth_se,magnitude_a,magnitude_a_type,magnitude_b,magnitude_b_type,time_table,evaluation,info_assistance,max_seismic,damate_scale,tsunami_scale,area_large,area_small,region,observation_points,flag
J,1989,01,01,00,00,52.5,0.4, 34,56.5,1.2, 138,11.9,1,24.9,3.3,0.7,V,0, ,1,1,1, , , ,4,157,CENTRAL SHIZUOKA PREF   ,   ,K
J,1989,01,01,00,07,21.1,0.3, 34,3.7,0.8, 139,7.8,1.5,14.7,1.6,1.7,V,0, ,1,1,1, , , ,3,103,NEAR NIIJIMA ISLAND     ,   ,K
J,1989,01,01,00,10,31,0.6, 34,4.2,2, 139,0,1.2,4.2,2.8,2,V,0, ,1,1,1, , , ,3,103,NEAR NIIJIMA ISLAND     ,   ,K
J,1989,01,01,00,29,31.7,0.3, 35,22.3,0.9, 140,27.5,1.3,50.7,3.3,1.3,V,0, ,1,1,1, , , ,3, 94,KUJUKURI COAST BOSO PEN ,   ,K
J,1989,01,01,00,52,9.3,0.5, 37,22.6,1.7, 140,27.6,2,90.7,4.4,1.7,V,0, ,1,1,1, , , ,2, 55,MID FUKUSHIMA PREF      ,   ,K
J,1989,01,01,01,07,24.6,0.1, 35,48.8,0.4, 137,32,0.9,11,0,0, ,0, ,1,7,2, , , ,4,148,WESTERN NAGANO PREF     ,   ,S
J,1989,01,01,02,07,50.1,0.2, 41,14.1,0.4, 140,56.3,1.3,13.8,3.2,3,V,0, ,1,1,1, , , ,2, 42,SHIMOKITA PENINSULA REG ,   ,K
J,1989,01,01,02,20,10,0.1, 34,59.6,0.3, 135,42.3,0.5,12,2.6,2.4,V,0, ,1,1,1, , , ,5,184,KYOTO OSAKA BORDER REG  ,   ,K
J,1989,01,01,03,05,24.1,0.6, 27,18.5,1.7, 128,0.9,1.8,5,0,2.6,V,0, ,1,2,1, , , ,7,294,NEAR OKINAWAJIMA ISLAND ,   ,K
J,1989,01,01,03,48,35.6,0.1, 24,30.9,0.8, 122,30.3,0.2,82.1,0.3,3.2,V,0, ,1,1,1, , , ,7,289,NW OFF ISHIGAKIJIMA IS  ,   ,K
J,1989,01,01,04,00,59.3,0.5, 43,15.9,1.8, 146,6.6,2.8,45.8,2.4,2.5,V,0, ,1,1,1, , , ,1, 27,OFF NEMURO PENINSULA    ,   ,K
J,1989,01,01,04,20,50.5,0.1, 34,59.7,0.4, 139,10.9,0.7,5.4,2.6,0.8,V,0, ,1,7,1, , , ,3,100,E OFF IZU PENINSULA     ,   ,S
J,1989,01,01,04,36,45.6,0.6, 34,13.3,1.3, 135,28.7,2.4,7,0,0, ,0, ,1,7,2, , , ,5,189,NE WAKAYAMA PREF        ,   ,S
U,1989,01,01,04,57,17.2,0, 46,49,0, 153,41.1,0,33,0,4.8,B,0, , , , , , , ,8,   ,KURILE ISLANDS          ,   , 
J,1989,01,01,05,03,54.4,0.2, 35,41.9,0.6, 140,52.4,1.9,26.9,1.8,1.8,V,0, ,1,1,1, , , ,3,110,NEAR CHOSHI CITY        ,   ,K
J,1989,01,01,05,06,57.4,0.7, 36,21.7,2.4, 141,49.7,3.2,60,0,2.2,V,0, ,1,2,1, , , ,3,112,FAR E OFF IBARAKI PREF  ,   ,K
J,1989,01,01,05,23,24.6,0.1, 34,55.4,0.2, 135,27.9,0.2,13.7,1.4,2.9,V,0, ,1,1,1, , , ,5,184,KYOTO OSAKA BORDER REG  ,   ,K
J,1989,01,01,05,27,32,0.4, 34,6.8,3.5, 137,18.1,4.1,389,0,2.7,V,0, ,1,2,1, , , ,4,169,ENSYUNADA               ,   ,K
J,1989,01,01,05,34,23.4,0.5, 36,19.6,1.5, 141,52.8,2.5,63,0,2.7,V,0, ,1,2,1, , , ,3,112,FAR E OFF IBARAKI PREF  ,   ,K
J,1989,01,01,06,08,57.3,0.2, 35,34.1,0.7, 139,28,1,32.9,3.2,1.7,V,0, ,1,1,1, , , ,3, 91,TOKYO PREF              ,   ,K
J,1989,01,01,06,48,37.4,0.1, 36,41,0.4, 139,18.5,0.4,11.6,2.4,2.1,V,0, ,1,1,1, , , ,3, 83,TOCHIGI GUNMA BORDER    ,   ,K
J,1989,01,01,06,50,40.1,0.4, 26,34.3,3.3, 126,33.4,1.7,97,0,3.2,V,0, ,1,2,1, , , ,7,287,NW OFF OKINAWAJIMA IS   ,   ,K
J,1989,01,01,07,12,6.3,0.5, 41,36.5,2, 142,44.2,2.2,34,0,0, ,0, ,1,2,1, , , ,2, 60,E OFF AOMORI PREF       ,   ,K
J,1989,01,01,07,53,41.9,0.3, 37,44.8,1.2, 141,48.6,3.2,65,0,2.6,V,0, ,1,2,1, , , ,2, 69,E OFF FUKUSHIMA PREF    ,   ,K
J,1989,01,01,08,09,48,0.4, 39,48.4,0.8, 142,9.4,2.2,39.2,2.8,1.9,V,0, ,1,1,1, , , ,2, 62,E OFF IWATE PREF        ,   ,K
J,1989,01,01,09,40,29.7,0.1, 34,53.8,0.4, 137,52.8,0.7,16.9,1.6,2.4,V,0, ,1,1,1, , , ,4,158,SW SHIZUOKA PREF        ,   ,K
J,1989,01,01,11,21,16.9,0.3, 36,33.8,1.1, 137,57.9,0.6,14.5,3.3,0, ,0, ,1,7,1, , , ,4,144,NORTHERN NAGANO PREF    ,   ,S
J,1989,01,01,12,10,57.4,0.3, 32,10.2,0.6, 129,57.6,1.1,5.6,3.5,0, ,0, ,1,1,1, , , ,7,283,W OFF AMAKUSA ISLAND    ,   ,K
J,1989,01,01,15,14,56.7,0.3, 33,2.6,3.6, 136,11.5,3.6,449,0,3.7,V,0, ,1,2,1, , , ,5,208,SE OFF KII PENINSULA    ,   ,K
J,1989,01,01,16,14,8.8,0.6, 34,1,2, 138,59.3,1.2,7,0,0, ,0, ,1,7,2, , , ,3,103,NEAR NIIJIMA ISLAND     ,   ,S
J,1989,01,01,18,11,46.3,0.2, 31,57.9,0.5, 131,40.9,1.1,38.6,1.6,1.7,V,0, ,1,1,1, , , ,7,300,HYUGANADA REGION        ,   ,K
J,1989,01,01,18,23,50,0.3, 31,26.5,0.8, 131,23.9,1.7,44.6,3.8,3,V,0, ,1,1,1,1, , ,7,299,SE OFF OSUMI PEN        ,   ,K
J,1989,01,01,20,14,43.8,0.3, 36,8.4,0.9, 138,49.9,1.2,143.3,2.6,2.1,V,0, ,1,1,1, , , ,3, 82,SE GUNMA PREF           ,   ,K
J,1989,01,01,22,02,35,0.1, 35,56.7,0.4, 139,12.6,0.4,14.5,1.1,1.5,V,0, ,1,1,1, , , ,3, 90,WESTERN SAITAMA PREF    ,   ,K
J,1989,01,01,22,31,42.4,0.7, 36,22.4,1.7, 141,48.6,3.5,41,0,2.6,V,0, ,1,2,1, , , ,3,112,FAR E OFF IBARAKI PREF  ,   ,K
J,1989,01,01,22,53,56.8,0.4, 36,8.8,0.9, 140,58.5,1.7,40.5,3.6,1.7,V,0, ,1,1,1, , , ,3,111,E OFF IBARAKI PREF      ,   ,K
J,1989,01,01,23,30,41.9,0.2, 34,58.6,1.3, 140,4.3,0.8,65.3,2.3,1.6,V,0, ,1,1,1, , , ,3,108,SE OFF BOSO PENINSULA   ,   ,K
J,1989,01,01,23,53,1.1,0.6, 34,3.3,1.9, 139,9,2.1,16.2,3.6,2.9,V,0, ,1,1,1, , , ,3,103,NEAR NIIJIMA ISLAND     ,   ,K
J,1989,01,02,00,17,8,0.3, 35,47.6,0.7, 140,2.3,1.2,58.2,3.6,2,V,0, ,1,1,1, , , ,3, 92,NORTHERN CHIBA PREF     ,   ,K
J,1989,01,02,00,36,16.3,0.2, 33,45.5,0.5, 134,13.8,0.5,9.2,2.3,2.1,V,0, ,1,1,1, , , ,6,231,TOKUSHIMA PREF          ,   ,K
J,1989,01,02,01,34,35,0.1, 35,16.9,0.6, 137,17.9,0.6,48.1,2.1,2.5,V,0, ,1,1,1, , , ,4,161,CENTRAL AICHI PREF      ,   ,K
J,1989,01,02,01,35,2.9,0.2, 35,18.1,0.6, 137,18,0.7,44.7,2.4,2.1,V,0, ,1,1,1, , , ,4,140,SE GIFU PREF            ,   ,K
J,1989,01,02,01,50,4.5,0.1, 36,57.6,0.5, 138,31.1,0.5,3.5,2.4,1.5,V,0, ,1,1,1, , , ,4,144,NORTHERN NAGANO PREF    ,   ,K
J,1989,01,02,02,52,21.2,0.9, 41,15.9,3.1, 140,58.8,2,10,0,2.9,V,0, ,1,2,1, , , ,2, 42,SHIMOKITA PENINSULA REG ,   ,K
J,1989,01,02,04,24,6.4,0.1, 34,57.3,0.8, 139,14,0.7,7.8,3.7,2.5,V,0, ,1,1,1, , , ,3,100,E OFF IZU PENINSULA     ,   ,K
J,1989,01,02,04,51,29.6,0.2, 34,57.8,1.1, 139,13.4,0.7,10,0,1.5,V,0, ,1,2,1, , , ,3,100,E OFF IZU PENINSULA     ,   ,K
J,1989,01,02,05,08,39.4,0.3, 34,55.3,0.5, 139,16.1,0.5,8.8,4.5,0.9,V,0, ,1,7,1, , , ,3,100,E OFF IZU PENINSULA     ,   ,S
J,1989,01,02,09,09,8.6,1.8, 35,11.8,6.5, 139,45.1,2.6,134,0,1.6,V,0, ,1,7,2, , , ,3, 96,TOKYO BAY REGION        ,   ,S
J,1989,01,02,09,30,19.1,0.3, 34,49.6,0.9, 136,4.6,1.5,9,0,1.8,V,0, ,1,2,1, , , ,5,198,NORTHERN MIE PREF       ,   ,K
J,1989,01,02,10,29,2.4,0.2, 35,22.2,0.6, 138,50,0.5,15.1,1.5,0, ,0, ,1,7,2, , , ,4,153,MT. FUJI REGION         ,   ,S
J,1989,01,02,10,29,38.7,0.6, 41,10.3,2.4, 140,57.8,0.9,4.3,3.2,0, ,0, ,1,1,1, , , ,2, 42,SHIMOKITA PENINSULA REG ,   ,K
U,1989,01,02,10,52,9.7,0,-18,30.4,0,-174,38.5,0,123,0,6,B,0, , , , , , , ,9,   ,TONGA                   ,   , 
U,1989,01,02,11,46,28,0, 46,33.9,0, 155,6.8,0,33,0,4.8,B,0, , , , , , , ,9,   ,KURILE ISLANDS REGION   ,   , 
J,1989,01,02,12,30,35.7,0.1, 31,2.5,0.4, 130,3.2,1.9,128.3,2.9,2.2,V,0, ,1,1,1, , , ,7,284,SW OFF KYUSHU           ,   ,K
J,1989,01,02,13,04,23.9,0.1, 35,57.6,0.4, 138,12.5,0.5,13,0,0.8,V,0, ,1,2,1, , , ,4,146,EASTERN NAGANO PREF     ,   ,K
J,1989,01,02,13,10,39,0.1, 34,54.6,0.5, 138,27.3,0.4,2.3,3.3,0, ,0, ,1,7,2, , , ,4,173,SOUTHERN SURUGA BAY REG ,   ,S
J,1989,01,02,14,02,23.7,0.4, 36,0,1, 139,34,1.4,56.6,4.7,1,V,0, ,1,1,1, , , ,3, 89,EASTERN SAITAMA PREF    ,   ,K
J,1989,01,02,14,25,11.2,0.7, 31,2.8,1.5, 131,37.5,3.6,34,0,1.8,V,0, ,1,2,1, , , ,7,299,SE OFF OSUMI PEN        ,   ,K
J,1989,01,02,14,33,5.5,0.4, 35,45.5,1.2, 140,47.3,3,50,0,1.7,V,0, ,1,2,1, , , ,3,110,NEAR CHOSHI CITY        ,   ,K
J,1989,01,02,14,37,18,0.7, 28,11.9,1.5, 143,40.9,4.3,0,0,4.6,V,0, ,1,2,1, , , ,8,333,NEAR CHICHIJIMA ISLAND  ,   ,K
J,1989,01,02,15,29,9.4,0.5, 39,56.1,1.1, 142,21.8,3,39.5,4.6,2.2,V,0, ,1,1,1, , , ,2, 62,E OFF IWATE PREF        ,   ,K
J,1989,01,02,16,20,10.3,0.3, 38,36.2,1.2, 138,1.6,1.5,19,0,4.1,J,3.6,V,1,2,1, , , ,4,164,SADOGASHIMA IS REG      ,   ,K
J,1989,01,02,18,30,58.6,0.8, 32,22.8,1.7, 132,16,3.5,23,0,2.1,V,0, ,1,2,1, , , ,7,300,HYUGANADA REGION        ,   ,K
J,1989,01,02,18,56,26.7,0.2, 33,49.1,0.7, 129,27.7,1,24,0,2,V,0, ,1,2,1, , , ,7,281,NW OFF KYUSHU           ,   ,K
J,1989,01,02,19,38,42.7,0.2, 34,5.1,0.7, 139,4.7,0.7,16.2,2.3,3.3,V,0, ,1,1,1, , , ,3,103,NEAR NIIJIMA ISLAND     ,   ,K
J,1989,01,02,19,45,59.8,0.2, 34,3.7,0.7, 139,5.8,0.8,15.8,3.1,5,J,4.8,V,1,1,1,2, , ,3,103,NEAR NIIJIMA ISLAND     ,   ,K
J,1989,01,02,19,52,8.9,0.3, 34,5.3,0.8, 139,5,1.1,1.2,4.1,2.7,V,0, ,1,1,1, , , ,3,103,NEAR NIIJIMA ISLAND     ,   ,K
J,1989,01,02,20,00,36,0.3, 34,59.6,1.3, 138,56,2.1,20.5,3.1,0, ,0, ,1,7,2, , , ,4,155,CENTRAL IZU PENINSULA   ,   ,S
J,1989,01,02,20,09,59.3,0.5, 29,41.2,2.1, 130,22.3,2.5,10,0,3,V,0, ,1,2,1, , , ,7,296,NEAR AMAMI-OSHIMA ISLAND,   ,K
J,1989,01,02,20,24,56.8,0.5, 34,8.1,1.9, 139,0.8,1.3,9,0,0, ,0, ,1,7,2, , , ,3,103,NEAR NIIJIMA ISLAND     ,   ,S
J,1989,01,02,20,34,55.9,0.3, 34,4.9,1.1, 139,4.1,0.9,12.5,2.9,2.4,V,0, ,1,1,1, , , ,3,103,NEAR NIIJIMA ISLAND     ,   ,K
J,1989,01,02,20,40,47.6,0.6, 34,4,1.6, 139,3.3,2.8,14.4,4.5,1.9,V,0, ,1,1,1, , , ,3,103,NEAR NIIJIMA ISLAND     ,   ,K
J,1989,01,02,20,41,46.2,0.5, 34,2.1,1.7, 139,2.7,1.4,15,0,0, ,0, ,1,2,1, , , ,3,103,NEAR NIIJIMA ISLAND     ,   ,K
J,1989,01,02,21,02,27,0.6, 34,8,1.9, 139,0.9,1.8,1,4.6,2.1,V,0, ,1,1,1, , , ,3,103,NEAR NIIJIMA ISLAND     ,   ,K
J,1989,01,02,21,19,40.3,0.2, 34,57,0.8, 137,20.2,0.9,34.8,2.3,2.2,V,0, ,1,1,1, , , ,4,162,MIKAWA BAY REGION       ,   ,K
J,1989,01,02,21,28,0,1.1, 33,57.7,3.5, 139,7.6,2.7,17,0,0, ,0, ,1,7,2, , , ,3,103,NEAR NIIJIMA ISLAND     ,   ,S
J,1989,01,02,22,03,28.9,0.3, 31,13.3,1.6, 130,30.8,4.6,158,0,3.2,V,0, ,1,2,1, , , ,7,275,SATSUMA PENINSULA REGION,   ,K
J,1989,01,02,22,14,58.9,0.2, 37,20.2,0.7, 139,48.8,0.7,7.8,3.3,2.1,V,0, ,1,1,1, , , ,2, 54,WESTERN FUKUSHIMA PREF  ,   ,K
J,1989,01,02,22,34,31.9,0.6, 34,2.7,1.8, 139,4.7,1.6,14,0,0, ,0, ,1,2,1, , , ,3,103,NEAR NIIJIMA ISLAND     ,   ,K
J,1989,01,02,22,54,52,0.2, 36,0.8,0.5, 137,12.2,1.1,13,0,0, ,0, ,1,7,2, , , ,4,141,NORTHERN GIFU PREF      ,   ,S
J,1989,01,02,23,46,36.1,0.5, 42,31.6,1.8, 144,44.1,2.2,24,0,0, ,0, ,1,2,1, , , ,1, 28,SE OFF TOKACHI          ,   ,K
J,1989,01,03,00,08,56.1,0.3, 34,57.9,0.6, 139,16.6,1.2,6,0,0.8,V,0, ,1,7,2, , , ,3,100,E OFF IZU PENINSULA     ,   ,S
J,1989,01,03,00,15,16.4,0.2, 34,56.6,0.9, 136,53.2,1.1,13.9,3.2,0, ,0, ,1,1,1, , , ,4,162,MIKAWA BAY REGION       ,   ,K
J,1989,01,03,00,41,51.5,0.2, 34,4.8,0.9, 139,6.8,0.8,21,0,3.7,V,0, ,1,2,1,1, , ,3,103,NEAR NIIJIMA ISLAND     ,   ,K
J,1989,01,03,01,27,58.4,0.3, 34,4.1,0.8, 139,5.3,0.8,4.2,3.8,3.4,V,0, ,1,1,1, , , ,3,103,NEAR NIIJIMA ISLAND     ,   ,K
J,1989,01,03,01,38,13.8,0.4, 34,3.5,1.5, 138,58.6,1.6,6.5,3.2,1.9,V,0, ,1,7,1, , , ,3,103,NEAR NIIJIMA ISLAND     ,   ,S
J,1989,01,03,02,04,57.1,0.4, 35,4.2,0.6, 139,28.2,1.6,20,0,0, ,0, ,1,7,2, , , ,3,101,SAGAMINADA              ,   ,S
J,1989,01,03,02,10,7.2,0.5, 36,25.4,2.7, 141,28.4,2.6,56,0,2.1,V,0, ,1,2,1, , , ,3,111,E OFF IBARAKI PREF      ,   ,K
J,1989,01,03,03,51,32.2,0.3, 40,35.1,0.7, 141,37.5,1.9,98.6,3.8,2.7,V,0, ,1,1,1, , , ,2, 60,E OFF AOMORI PREF       ,   ,K
J,1989,01,03,04,35,31,0.1, 35,0.6,0.3, 139,9,0.6,2.3,1.9,0.8,V,0, ,1,7,2, , , ,3,100,E OFF IZU PENINSULA     ,   ,S
J,1989,01,03,04,44,5.6,0.3, 44,31.4,3, 146,58.7,3.5,145,0,3,V,0, ,1,7,1, , , ,1, 24,NEAR ETOROFU ISLAND     ,   ,S
J,1989,01,03,04,58,17.6,0.1, 34,59.4,0.3, 135,33.8,0.4,13,2.4,2.2,V,0, ,1,1,1, , , ,5,184,KYOTO OSAKA BORDER REG  ,   ,K
J,1989,01,03,05,57,12.9,0.1, 35,47.2,0.3, 137,27.9,0.4,14,0,0, ,0, ,1,7,2, , , ,4,148,WESTERN NAGANO PREF     ,   ,S
J,1989,01,03,06,32,23.7,0.1, 34,56.2,0.4, 136,26.9,0.6,6.2,3.1,1.1,V,0, ,1,1,1, , , ,5,198,NORTHERN MIE PREF       ,   ,K
J,1989,01,03,06,52,32.6,0.1, 33,29.9,0.5, 130,31,0.7,15.9,2.5,0, ,0, ,1,1,1, , , ,7,262,CENTRAL FUKUOKA PREF    ,   ,K
J,1989,01,03,07,00,0.4,0.3, 31,52.8,0.6, 131,47.2,1.4,23.9,2.3,2.4,V,0, ,1,1,1, , , ,7,300,HYUGANADA REGION        ,   ,K
J,1989,01,03,07,13,23.9,0.5, 34,55.5,1.4, 136,27.4,2.2,8,0,0, ,0, ,1,7,2, , , ,5,198,NORTHERN MIE PREF       ,   ,S
J,1989,01,03,07,35,5.7,0.4, 34,3.9,1.5, 139,0.3,1.8,9.7,3.7,1.9,V,0, ,1,1,1, , , ,3,103,NEAR NIIJIMA ISLAND     ,   ,K
J,1989,01,03,07,56,49.5,0.3, 35,1.8,1.4, 140,11,1.1,66.2,3,1.7,V,0, ,1,1,1, , , ,3,108,SE OFF BOSO PENINSULA   ,   ,K
J,1989,01,03,08,35,22.3,0.4, 35,35.7,1, 140,10.7,1.3,79.6,3.7,1.7,V,0, ,1,1,1, , , ,3, 93,CENTRAL CHIBA PREF      ,   ,K
J,1989,01,03,08,49,6.6,0.5, 26,29.1,6.4, 129,57,2,41,0,3.1,V,0, ,1,7,1, , , ,7,295,NEAR MINAMI-DAITOJIMA IS,   ,S
J,1989,01,03,10,27,18.8,0.2, 34,5,0.6, 139,5.1,0.6,14.5,2,3.1,V,0, ,1,1,1, , , ,3,103,NEAR NIIJIMA ISLAND     ,   ,K
J,1989,01,03,10,34,26.7,0.9, 34,0.1,2.7, 139,13.7,2.9,20,0,0, ,0, ,1,2,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1989,01,03,10,37,10.4,0.7, 34,2.6,2.2, 139,10.7,2.3,17.1,2.7,2.1,V,0, ,1,1,1, , , ,3,104,NEAR MIYAKEJIMA ISLAND  ,   ,K
J,1989,01,03,12,06,20.9,0.3, 34,1.5,1.1, 139,6.2,0.9,14,2.9,2.1,V,0, ,1,1,1, , , ,3,103,NEAR NIIJIMA ISLAND     ,   ,K
J,1989,01,03,13,41,12.3,0.3, 29,32,0.9, 131,18.4,2.3,68.7,4.2,5.7,D,5.5,V,1,1,1,2, , ,7,296,NEAR AMAMI-OSHIMA ISLAND,   ,K
J,1989,01,03,13,50,50.9,0.5, 29,35.1,1.4, 131,23.5,3.8,63,0,3.2,V,0, ,1,2,1, , , ,7,296,NEAR AMAMI-OSHIMA ISLAND,   ,K
J,1989,01,03,13,59,7.6,0.3, 34,5.6,1.1, 139,4.8,0.7,15.8,1.7,2.1,V,0, ,1,1,1, , , ,3,103,NEAR NIIJIMA ISLAND     ,   ,K
J,1989,01,03,14,09,53.3,0.3, 34,5.1,1.3, 139,5.6,0.8,13.5,2.4,2.1,V,0, ,1,1,1, , , ,3,103,NEAR NIIJIMA ISLAND     ,   ,K
J,1989,01,03,14,16,12.7,0.3, 36,14.8,1.1, 139,59.4,1,93.9,2.5,0, ,0, ,1,7,2, , , ,3, 88,SW IBARAKI PREF         ,   ,S
J,1989,01,03,15,25,14.8,0.2, 36,10,1, 140,4,0.8,67.3,1.9,0, ,0, ,1,7,2, , , ,3, 88,SW IBARAKI PREF         ,   ,S
J,1989,01,03,15,25,19.2,0.2, 36,15.4,0.9, 140,27.4,0.9,52.3,1.4,0.8,V,0, ,1,7,2, , , ,3, 86,NORTHERN IBARAKI PREF   ,   ,S
J,1989,01,03,16,26,33.2,0.4, 34,3.5,1.4, 139,5.5,1.8,13.8,3.4,2.8,V,0, ,1,1,1, , , ,3,103,NEAR NIIJIMA ISLAND     ,   ,K
J,1989,01,03,17,11,19.4,0.8, 35,20.9,1.1, 141,35.3,4.3,40,0,1.9,V,0, ,1,2,1, , , ,3,109,E OFF BOSO PENINSULA    ,   ,K
J,1989,01,03,18,20,53.6,0.5, 29,34.5,2, 131,32.5,3.6,68,0,3,V,0, ,1,2,1, , , ,7,296,NEAR AMAMI-OSHIMA ISLAND,   ,K
J,1989,01,03,18,24,54.1,0.1, 36,0.4,0.3, 139,33.3,0.4,54.9,1.4,0, ,0, ,1,7,2, , , ,3, 89,EASTERN SAITAMA PREF    ,   ,S
J,1989,01,03,18,51,59.9,0.3, 42,29.6,1.6, 142,44.3,2,39,0,2.3,V,0, ,1,2,1, , , ,1, 12,HIDAKA REGION           ,   ,K
J,1989,01,03,18,53,20.8,0.5, 34,57.9,0.9, 135,33.9,2.3,9,0,2.1,V,0, ,1,2,1, , , ,5,184,KYOTO OSAKA BORDER REG  ,   ,K
J,1989,01,03,19,02,32.4,0.3, 35,31.2,0.7, 141,8.5,1.9,40.5,3.5,4.9,J,4.8,V,1,1,1,3, , ,3,110,NEAR CHOSHI CITY        ,   ,K
J,1989,01,03,20,21,0.5,1.3, 43,28.1,5.4, 146,54.2,6.6,25,0,0, ,0, ,1,7,1, , , ,1, 26,E OFF HOKKAIDO          ,   ,S
J,1989,01,03,20,56,1.8,0.3, 36,16.3,0.7, 137,10.9,0.8,3.1,2.7,2,V,0, ,1,1,1, , , ,4,142,TOYAMA GIFU BORDER REG  ,   ,K
J,1989,01,03,20,59,33.9,0.2, 39,49,0.5, 141,44.9,1,74,2.1,1.7,V,0, ,1,1,1, , , ,2, 48,NORTHERN IWATE PREF     ,   ,K
J,1989,01,03,21,20,31,0.6, 36,10.8,1.3, 142,0.3,3,45,0,2.7,V,0, ,1,2,1, , , ,3,112,FAR E OFF IBARAKI PREF  ,   ,K
J,1989,01,03,22,10,44.8,0.2, 35,54.6,0.6, 140,51.9,1.2,3,0,0, ,0, ,1,2,1, , , ,3,110,NEAR CHOSHI CITY        ,   ,K
J,1989,01,03,22,39,30.5,0.2, 36,6.6,1.1, 139,53.9,1.2,50,0,1.6,V,0, ,1,2,1, , , ,3, 88,SW IBARAKI PREF         ,   ,K
J,1989,01,03,22,39,40.2,0.5, 40,1.3,0.9, 142,2.7,2.2,34.3,4.5,0, ,0, ,1,1,1, , , ,2, 61,NE OFF IWATE PREF       ,   ,K
J,1989,01,03,23,22,50.5,0.1, 34,59.8,0.2, 135,34.1,0.3,12.6,1.6,2.4,V,0, ,1,1,1, , , ,5,184,KYOTO OSAKA BORDER REG  ,   ,K
