tag,year,month,day,hour,minute,second,time_se,latitude,latitude_m,latitude_se,longitude,longitude_m,longitude_se,depth,depth_se,magnitude_a,magnitude_a_type,magnitude_b,magnitude_b_type,time_table,evaluation,info_assistance,max_seismic,damate_scale,tsunami_scale,area_large,area_small,region,observation_points,flag
J,1992,01,01,00,53,21.8,0.9, 39,10.5,2, 143,36.2,4.7,19,0,3.1,V,0, ,2,2,1, , , ,2, 63,FAR E OFF SANRIKU       ,   ,K
J,1992,01,01,00,54,34.1,0.4, 33,32,1.2, 131,50.7,1.3,86.2,3.9,2.6,V,0, ,1,1,1, , , ,6,244,IYONADA SETONAIKAI      ,   ,K
J,1992,01,01,01,04,19.5,0.1, 34,56.8,0.3, 139,9.6,0.3,12.6,1.3,0.7,V,0, ,1,7,1, , , ,3,100,E OFF IZU PENINSULA     ,   ,S
J,1992,01,01,01,22,7.7,0.1, 34,56.3,0.3, 139,10.4,0.4,12.4,1.3,0.2,V,0, ,1,7,1, , , ,3,100,E OFF IZU PENINSULA     ,   ,S
J,1992,01,01,02,34,4.2,0.3, 39,37.4,0.7, 142,0.4,2.9,44.7,3.2,1.3,V,0, ,1,1,1, , , ,2, 48,NORTHERN IWATE PREF     ,   ,K
J,1992,01,01,02,35,27.8,0.1, 35,53.2,0.5, 138,31.9,0.7,10.6,3.3,0.9,V,0, ,1,1,1, , , ,4,151,CENTRAL YAMANASHI PREF  ,   ,K
J,1992,01,01,03,08,29.2,1, 42,51.7,5.7, 148,20.3,4.9,0,0,3.2,V,0, ,1,7,1, , , ,1, 26,E OFF HOKKAIDO          ,   ,S
J,1992,01,01,03,40,49.7,0.3, 34,56.1,0.7, 139,11.1,1.4,11.1,3.1,0.1,V,0, ,1,7,1, , , ,3,100,E OFF IZU PENINSULA     ,   ,S
J,1992,01,01,03,46,7.8,0.8, 37,25.1,2.1, 141,50.7,3.8,35,0,2.2,V,0, ,1,2,1, , , ,2, 69,E OFF FUKUSHIMA PREF    ,   ,K
J,1992,01,01,04,25,7.4,0.4, 29,47.7,1.3, 131,10,4.1,68,0,3.1,V,0, ,1,2,1, , , ,7,296,NEAR AMAMI-OSHIMA ISLAND,   ,K
J,1992,01,01,04,47,26.9,1.6, 37,9.2,5.7, 142,3.2,7.7,54,0,2.1,V,0, ,1,7,1, , , ,2, 69,E OFF FUKUSHIMA PREF    ,   ,S
J,1992,01,01,05,13,31.9,0.2, 33,31.4,0.8, 132,2.9,0.8,64.2,3.3,2.2,V,0, ,1,1,1, , , ,6,244,IYONADA SETONAIKAI      ,   ,K
J,1992,01,01,05,28,54.2,0.1, 35,7.7,0.4, 137,36,0.4,14.3,1.8,0, ,0, ,1,7,2, , , ,4,160,NE AICHI PREF           ,   ,S
J,1992,01,01,05,56,3.9,0.9, 45,0.7,7.5, 151,52.7,7,0,0,4.8,V,0, ,4,2,1, , , ,8,324,KURILE ISLANDS REGION   ,   ,K
J,1992,01,01,07,07,21.1,0.2, 38,19.2,0.7, 141,32.6,1.1,17.9,1.9,1.8,V,0, ,1,1,1, , , ,2, 66,KINKAZAN REGION         ,   ,K
J,1992,01,01,07,32,26.3,0.2, 35,0.6,0.2, 137,44.7,0.4,15.2,1.6,0, ,0, ,1,7,2, , , ,4,160,NE AICHI PREF           ,   ,S
J,1992,01,01,09,07,29.7,0.4, 36,29.2,1.3, 141,8,1.7,35.5,2.5,0, ,0, ,1,7,2, , , ,3,111,E OFF IBARAKI PREF      ,   ,S
J,1992,01,01,09,27,18.3,0.2, 33,52.3,0.8, 135,27.1,0.7,64.5,2.8,3.2,V,0, ,1,1,1, , , ,5,191,CENTRAL WAKAYAMA PREF   ,   ,K
J,1992,01,01,10,08,22.1,0.1, 39,41.5,0.6, 141,47.9,3.6,47,0,0.5,V,0, ,1,2,1, , , ,2, 48,NORTHERN IWATE PREF     ,   ,K
J,1992,01,01,10,12,51.4,0.2, 34,11.9,0.8, 136,54.6,0.6,19,0,2.2,V,0, ,1,2,1, , , ,5,208,SE OFF KII PENINSULA    ,   ,K
J,1992,01,01,11,04,20.4,0.2, 33,21.3,1, 135,2.7,0.6,22,0,1.9,V,0, ,1,2,1, , , ,6,248,S OFF KII PENINSULA     ,   ,K
J,1992,01,01,12,43,50.9,0.4, 42,39.2,1.1, 141,45.7,1.5,142.7,3.9,3.1,V,0, ,1,1,1, , , ,1, 13,ISHIKARI DEPRESSION     ,   ,K
J,1992,01,01,13,09,18.6,0.4, 34,57.9,1.2, 138,12.9,0.8,20,3.1,0, ,0, ,1,1,1, , , ,4,157,CENTRAL SHIZUOKA PREF   ,   ,K
